from_postcode,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_mrs_dists_0,drip_ship_nlvo_ivt_mrs_dists_1,drip_ship_nlvo_ivt_mrs_dists_2,drip_ship_nlvo_ivt_mrs_dists_3,drip_ship_nlvo_ivt_mrs_dists_4,drip_ship_nlvo_ivt_mrs_dists_5,drip_ship_nlvo_ivt_mrs_dists_6,drip_ship_lvo_ivt_mrs_dists_0,drip_ship_lvo_ivt_mrs_dists_1,drip_ship_lvo_ivt_mrs_dists_2,drip_ship_lvo_ivt_mrs_dists_3,drip_ship_lvo_ivt_mrs_dists_4,drip_ship_lvo_ivt_mrs_dists_5,drip_ship_lvo_ivt_mrs_dists_6,drip_ship_lvo_ivt_mt_mrs_dists_0,drip_ship_lvo_ivt_mt_mrs_dists_1,drip_ship_lvo_ivt_mt_mrs_dists_2,drip_ship_lvo_ivt_mt_mrs_dists_3,drip_ship_lvo_ivt_mt_mrs_dists_4,drip_ship_lvo_ivt_mt_mrs_dists_5,drip_ship_lvo_ivt_mt_mrs_dists_6,drip_ship_lvo_mt_mrs_dists_0,drip_ship_lvo_mt_mrs_dists_1,drip_ship_lvo_mt_mrs_dists_2,drip_ship_lvo_mt_mrs_dists_3,drip_ship_lvo_mt_mrs_dists_4,drip_ship_lvo_mt_mrs_dists_5,drip_ship_lvo_mt_mrs_dists_6,mothership_nlvo_ivt_mrs_dists_0,mothership_nlvo_ivt_mrs_dists_1,mothership_nlvo_ivt_mrs_dists_2,mothership_nlvo_ivt_mrs_dists_3,mothership_nlvo_ivt_mrs_dists_4,mothership_nlvo_ivt_mrs_dists_5,mothership_nlvo_ivt_mrs_dists_6,mothership_lvo_ivt_mrs_dists_0,mothership_lvo_ivt_mrs_dists_1,mothership_lvo_ivt_mrs_dists_2,mothership_lvo_ivt_mrs_dists_3,mothership_lvo_ivt_mrs_dists_4,mothership_lvo_ivt_mrs_dists_5,mothership_lvo_ivt_mrs_dists_6,mothership_lvo_ivt_mt_mrs_dists_0,mothership_lvo_ivt_mt_mrs_dists_1,mothership_lvo_ivt_mt_mrs_dists_2,mothership_lvo_ivt_mt_mrs_dists_3,mothership_lvo_ivt_mt_mrs_dists_4,mothership_lvo_ivt_mt_mrs_dists_5,mothership_lvo_ivt_mt_mrs_dists_6,mothership_lvo_mt_mrs_dists_0,mothership_lvo_mt_mrs_dists_1,mothership_lvo_mt_mrs_dists_2,mothership_lvo_mt_mrs_dists_3,mothership_lvo_mt_mrs_dists_4,mothership_lvo_mt_mrs_dists_5,mothership_lvo_mt_mrs_dists_6
N00000538,26.0482389454077,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,134.0969174783216,194.0969174783216,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.11762,0.23028,0.37634,0.54951,0.75404,0.85326,1.0,0.11762,0.23028,0.37634,0.54951,0.75404,0.85326,1.0,0.34451,0.57758,0.69457,0.81523,0.91637,0.95219,1.0,0.09699,0.18811,0.32108,0.4834,0.70393,0.8199,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0
N00000539,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34451,0.57758,0.69457,0.81523,0.91637,0.95219,1.0,0.09699,0.18811,0.32108,0.4834,0.70393,0.8199,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0
N00000540,27.4048869057523,BT412RL,46.5458959812848,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,136.5458959812848,196.5458959812848,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.34277,0.57637,0.69345,0.81427,0.91584,0.95187,1.0,0.09633,0.18735,0.32038,0.48269,0.70344,0.81955,1.0,0.15358,0.275,0.41939,0.59255,0.78256,0.87204,1.0,0.15358,0.275,0.41939,0.59255,0.78256,0.87204,1.0
N00000541,26.0482389454077,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,135.3246173009173,195.3246173009173,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.11762,0.23028,0.37634,0.54951,0.75404,0.85326,1.0,0.11762,0.23028,0.37634,0.54951,0.75404,0.85326,1.0,0.34364,0.57697,0.69401,0.81475,0.91611,0.95203,1.0,0.09666,0.18773,0.32073,0.48304,0.70368,0.81972,1.0,0.1543,0.27585,0.42018,0.59331,0.78305,0.87236,1.0,0.1543,0.27585,0.42018,0.59331,0.78305,0.87236,1.0
N00000542,27.4048869057523,BT412RL,46.5458959812848,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,136.5458959812848,196.5458959812848,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.34277,0.57637,0.69345,0.81427,0.91584,0.95187,1.0,0.09633,0.18735,0.32038,0.48269,0.70344,0.81955,1.0,0.15358,0.275,0.41939,0.59255,0.78256,0.87204,1.0,0.15358,0.275,0.41939,0.59255,0.78256,0.87204,1.0
N00000543,27.4048869057523,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,135.3246173009173,195.3246173009173,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.34364,0.57697,0.69401,0.81475,0.91611,0.95203,1.0,0.09666,0.18773,0.32073,0.48304,0.70368,0.81972,1.0,0.1543,0.27585,0.42018,0.59331,0.78305,0.87236,1.0,0.1543,0.27585,0.42018,0.59331,0.78305,0.87236,1.0
N00000544,27.4048869057523,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,135.3246173009173,195.3246173009173,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.34364,0.57697,0.69401,0.81475,0.91611,0.95203,1.0,0.09666,0.18773,0.32073,0.48304,0.70368,0.81972,1.0,0.1543,0.27585,0.42018,0.59331,0.78305,0.87236,1.0,0.1543,0.27585,0.42018,0.59331,0.78305,0.87236,1.0
N00000545,27.4048869057523,BT412RL,46.5458959812848,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,136.5458959812848,196.5458959812848,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.34277,0.57637,0.69345,0.81427,0.91584,0.95187,1.0,0.09633,0.18735,0.32038,0.48269,0.70344,0.81955,1.0,0.15358,0.275,0.41939,0.59255,0.78256,0.87204,1.0,0.15358,0.275,0.41939,0.59255,0.78256,0.87204,1.0
N00000546,27.4048869057523,BT412RL,46.5458959812848,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,136.5458959812848,196.5458959812848,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.34277,0.57637,0.69345,0.81427,0.91584,0.95187,1.0,0.09633,0.18735,0.32038,0.48269,0.70344,0.81955,1.0,0.15358,0.275,0.41939,0.59255,0.78256,0.87204,1.0,0.15358,0.275,0.41939,0.59255,0.78256,0.87204,1.0
N00000547,27.4048869057523,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,135.3246173009173,195.3246173009173,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.11699,0.22944,0.3755,0.54865,0.75345,0.85286,1.0,0.34364,0.57697,0.69401,0.81475,0.91611,0.95203,1.0,0.09666,0.18773,0.32073,0.48304,0.70368,0.81972,1.0,0.1543,0.27585,0.42018,0.59331,0.78305,0.87236,1.0,0.1543,0.27585,0.42018,0.59331,0.78305,0.87236,1.0
N00000548,26.0482389454077,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,135.3246173009173,195.3246173009173,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.11762,0.23028,0.37634,0.54951,0.75404,0.85326,1.0,0.11762,0.23028,0.37634,0.54951,0.75404,0.85326,1.0,0.34364,0.57697,0.69401,0.81475,0.91611,0.95203,1.0,0.09666,0.18773,0.32073,0.48304,0.70368,0.81972,1.0,0.1543,0.27585,0.42018,0.59331,0.78305,0.87236,1.0,0.1543,0.27585,0.42018,0.59331,0.78305,0.87236,1.0
N00000549,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000550,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34451,0.57758,0.69457,0.81523,0.91637,0.95219,1.0,0.09699,0.18811,0.32108,0.4834,0.70393,0.8199,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0
N00000551,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34451,0.57758,0.69457,0.81523,0.91637,0.95219,1.0,0.09699,0.18811,0.32108,0.4834,0.70393,0.8199,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0
N00000552,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000553,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34451,0.57758,0.69457,0.81523,0.91637,0.95219,1.0,0.09699,0.18811,0.32108,0.4834,0.70393,0.8199,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0
N00000554,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000555,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000556,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000557,34.0096740062926,BT412RL,51.3712344516913,BT126BA,28.7486181479082,BT126BA,True,124.0096740062926,272.75829215420083,141.3712344516913,201.3712344516913,0.35172,0.58255,0.69914,0.81914,0.91851,0.9535,1.0,0.09977,0.19124,0.32401,0.4863,0.70594,0.82131,1.0,0.11394,0.22541,0.37143,0.54443,0.75056,0.85092,1.0,0.11394,0.22541,0.37143,0.54443,0.75056,0.85092,1.0,0.33935,0.57398,0.69125,0.81237,0.9148,0.95123,1.0,0.09504,0.18587,0.31899,0.4813,0.70247,0.81887,1.0,0.15076,0.27167,0.4163,0.58955,0.78063,0.87078,1.0,0.15076,0.27167,0.4163,0.58955,0.78063,0.87078,1.0
N00000558,30.0802640216665,BT412RL,47.7609862792756,BT126BA,28.7486181479082,BT126BA,True,120.0802640216665,268.8288821695747,137.76098627927558,197.76098627927558,0.35455,0.58448,0.70091,0.82064,0.91933,0.954,1.0,0.10087,0.19247,0.32515,0.48743,0.70672,0.82186,1.0,0.11574,0.2278,0.37385,0.54694,0.75228,0.85208,1.0,0.11574,0.2278,0.37385,0.54694,0.75228,0.85208,1.0,0.34191,0.57577,0.6929,0.8138,0.91558,0.95171,1.0,0.096,0.18698,0.32003,0.48234,0.70319,0.81938,1.0,0.15287,0.27416,0.41861,0.5918,0.78208,0.87173,1.0,0.15287,0.27416,0.41861,0.5918,0.78208,0.87173,1.0
N00000559,28.7486181479082,BT412RL,47.7609862792756,BT126BA,28.7486181479082,BT126BA,True,118.7486181479082,267.4972362958164,137.76098627927558,197.76098627927558,0.35551,0.58513,0.70151,0.82115,0.9196,0.95417,1.0,0.10124,0.19289,0.32554,0.48781,0.70698,0.82205,1.0,0.11636,0.22862,0.37467,0.54779,0.75286,0.85247,1.0,0.11636,0.22862,0.37467,0.54779,0.75286,0.85247,1.0,0.34191,0.57577,0.6929,0.8138,0.91558,0.95171,1.0,0.096,0.18698,0.32003,0.48234,0.70319,0.81938,1.0,0.15287,0.27416,0.41861,0.5918,0.78208,0.87173,1.0,0.15287,0.27416,0.41861,0.5918,0.78208,0.87173,1.0
N00000560,30.0802640216665,BT412RL,48.9701057321922,BT126BA,28.7486181479082,BT126BA,True,120.0802640216665,268.8288821695747,138.9701057321922,198.9701057321922,0.35455,0.58448,0.70091,0.82064,0.91933,0.954,1.0,0.10087,0.19247,0.32515,0.48743,0.70672,0.82186,1.0,0.11574,0.2278,0.37385,0.54694,0.75228,0.85208,1.0,0.11574,0.2278,0.37385,0.54694,0.75228,0.85208,1.0,0.34105,0.57517,0.69234,0.81332,0.91532,0.95155,1.0,0.09568,0.18661,0.31968,0.48199,0.70295,0.81921,1.0,0.15216,0.27332,0.41784,0.59104,0.78159,0.87141,1.0,0.15216,0.27332,0.41784,0.59104,0.78159,0.87141,1.0
N00000561,34.0096740062926,BT412RL,52.5636145854392,BT126BA,28.7486181479082,BT126BA,True,124.0096740062926,272.75829215420083,142.5636145854392,202.5636145854392,0.35172,0.58255,0.69914,0.81914,0.91851,0.9535,1.0,0.09977,0.19124,0.32401,0.4863,0.70594,0.82131,1.0,0.11394,0.22541,0.37143,0.54443,0.75056,0.85092,1.0,0.11394,0.22541,0.37143,0.54443,0.75056,0.85092,1.0,0.33851,0.57339,0.6907,0.8119,0.91454,0.95107,1.0,0.09472,0.18551,0.31864,0.48096,0.70223,0.8187,1.0,0.15008,0.27085,0.41554,0.5888,0.78015,0.87047,1.0,0.15008,0.27085,0.41554,0.5888,0.78015,0.87047,1.0
N00000562,34.0096740062926,BT412RL,52.5636145854392,BT126BA,28.7486181479082,BT126BA,True,124.0096740062926,272.75829215420083,142.5636145854392,202.5636145854392,0.35172,0.58255,0.69914,0.81914,0.91851,0.9535,1.0,0.09977,0.19124,0.32401,0.4863,0.70594,0.82131,1.0,0.11394,0.22541,0.37143,0.54443,0.75056,0.85092,1.0,0.11394,0.22541,0.37143,0.54443,0.75056,0.85092,1.0,0.33851,0.57339,0.6907,0.8119,0.91454,0.95107,1.0,0.09472,0.18551,0.31864,0.48096,0.70223,0.8187,1.0,0.15008,0.27085,0.41554,0.5888,0.78015,0.87047,1.0,0.15008,0.27085,0.41554,0.5888,0.78015,0.87047,1.0
N00000563,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144989,262.0408958693581,132.8625469209214,192.8625469209214,0.35945,0.58781,0.70396,0.82322,0.92073,0.95485,1.0,0.10279,0.19461,0.32713,0.48938,0.70807,0.82281,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000564,23.2922777214499,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,113.29227772144989,262.0408958693581,131.6212373612667,191.6212373612667,0.35945,0.58781,0.70396,0.82322,0.92073,0.95485,1.0,0.10279,0.19461,0.32713,0.48938,0.70807,0.82281,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.34627,0.5788,0.69569,0.8162,0.9169,0.95252,1.0,0.09767,0.18887,0.3218,0.48411,0.70442,0.82024,1.0,0.15649,0.27843,0.42255,0.59561,0.78452,0.87331,1.0,0.15649,0.27843,0.42255,0.59561,0.78452,0.87331,1.0
N00000565,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144989,262.0408958693581,132.8625469209214,192.8625469209214,0.35945,0.58781,0.70396,0.82322,0.92073,0.95485,1.0,0.10279,0.19461,0.32713,0.48938,0.70807,0.82281,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000566,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144989,262.0408958693581,132.8625469209214,192.8625469209214,0.35945,0.58781,0.70396,0.82322,0.92073,0.95485,1.0,0.10279,0.19461,0.32713,0.48938,0.70807,0.82281,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000567,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34451,0.57758,0.69457,0.81523,0.91637,0.95219,1.0,0.09699,0.18811,0.32108,0.4834,0.70393,0.8199,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0
N00000568,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144989,262.0408958693581,132.8625469209214,192.8625469209214,0.35945,0.58781,0.70396,0.82322,0.92073,0.95485,1.0,0.10279,0.19461,0.32713,0.48938,0.70807,0.82281,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000569,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144989,262.0408958693581,132.8625469209214,192.8625469209214,0.35945,0.58781,0.70396,0.82322,0.92073,0.95485,1.0,0.10279,0.19461,0.32713,0.48938,0.70807,0.82281,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000570,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000571,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000572,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144989,262.0408958693581,132.8625469209214,192.8625469209214,0.35945,0.58781,0.70396,0.82322,0.92073,0.95485,1.0,0.10279,0.19461,0.32713,0.48938,0.70807,0.82281,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
