lsoa,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_added_utility,drip_ship_nlvo_ivt_mean_mrs,drip_ship_nlvo_ivt_mrs_less_equal_2,drip_ship_nlvo_ivt_mrs_shift,drip_ship_nlvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_added_utility,drip_ship_lvo_ivt_mean_mrs,drip_ship_lvo_ivt_mrs_less_equal_2,drip_ship_lvo_ivt_mrs_shift,drip_ship_lvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_mt_added_utility,drip_ship_lvo_ivt_mt_mean_mrs,drip_ship_lvo_ivt_mt_mrs_less_equal_2,drip_ship_lvo_ivt_mt_mrs_shift,drip_ship_lvo_ivt_mt_added_mrs_less_equal_2,drip_ship_lvo_mt_added_utility,drip_ship_lvo_mt_mean_mrs,drip_ship_lvo_mt_mrs_less_equal_2,drip_ship_lvo_mt_mrs_shift,drip_ship_lvo_mt_added_mrs_less_equal_2,mothership_nlvo_ivt_added_utility,mothership_nlvo_ivt_mean_mrs,mothership_nlvo_ivt_mrs_less_equal_2,mothership_nlvo_ivt_mrs_shift,mothership_nlvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_added_utility,mothership_lvo_ivt_mean_mrs,mothership_lvo_ivt_mrs_less_equal_2,mothership_lvo_ivt_mrs_shift,mothership_lvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_mt_added_utility,mothership_lvo_ivt_mt_mean_mrs,mothership_lvo_ivt_mt_mrs_less_equal_2,mothership_lvo_ivt_mt_mrs_shift,mothership_lvo_ivt_mt_added_mrs_less_equal_2,mothership_lvo_mt_added_utility,mothership_lvo_mt_mean_mrs,mothership_lvo_mt_mrs_less_equal_2,mothership_lvo_mt_mrs_shift,mothership_lvo_mt_added_mrs_less_equal_2,drip_ship_lvo_mix_added_utility,drip_ship_lvo_mix_mrs_less_equal_2,drip_ship_lvo_mix_mrs_shift,drip_ship_lvo_mix_added_mrs_less_equal_2,mothership_lvo_mix_added_utility,mothership_lvo_mix_mrs_less_equal_2,mothership_lvo_mix_mrs_shift,mothership_lvo_mix_added_mrs_less_equal_2,drip_ship_weighted_added_utility,drip_ship_weighted_mrs_less_equal_2,drip_ship_weighted_mrs_shift,drip_ship_weighted_added_mrs_less_equal_2,mothership_weighted_added_utility,mothership_weighted_mrs_less_equal_2,mothership_weighted_mrs_shift,mothership_weighted_added_mrs_less_equal_2,drip_ship_weighted_treated_added_utility,drip_ship_weighted_treated_mrs_less_equal_2,drip_ship_weighted_treated_mrs_shift,drip_ship_weighted_treated_added_mrs_less_equal_2,mothership_weighted_treated_added_utility,mothership_weighted_treated_mrs_less_equal_2,mothership_weighted_treated_mrs_shift,mothership_weighted_treated_added_mrs_less_equal_2
N00002307,4.56529960917879,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,94.5652996091788,252.4179646627804,125.29961114716512,185.2996111471651,0.1221,1.60588,0.71226,-0.67412,0.13226,0.06235,3.32657,0.33261,-0.31343,0.06761,0.11325,3.08081,0.38403,-0.55919,0.11903,0.11325,3.08081,0.38403,-0.55919,0.11903,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10931,0.38005,-0.54015,0.11505,0.14532,0.41864,-0.73216,0.15364,0.02878,0.13556,-0.15094,0.03075,0.03176,0.13871,-0.16607,0.0339,0.11565,0.54476,-0.60657,0.12358,0.12763,0.55743,-0.66737,0.13625
N00002308,4.56529960917879,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,94.5652996091788,252.4179646627804,129.1166217609521,189.1166217609521,0.1221,1.60588,0.71226,-0.67412,0.13226,0.06235,3.32657,0.33261,-0.31343,0.06761,0.11325,3.08081,0.38403,-0.55919,0.11903,0.11325,3.08081,0.38403,-0.55919,0.11903,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10931,0.38005,-0.54015,0.11505,0.14314,0.41629,-0.72038,0.15129,0.02878,0.13556,-0.15094,0.03075,0.03129,0.1382,-0.16347,0.0334,0.11565,0.54476,-0.60657,0.12358,0.12574,0.55539,-0.65691,0.13421
N00002309,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10827,0.37894,-0.53467,0.11394,0.14314,0.41629,-0.72038,0.15129,0.02856,0.13532,-0.14972,0.03051,0.03129,0.1382,-0.16347,0.0334,0.11476,0.5438,-0.60166,0.12262,0.12574,0.55539,-0.65691,0.13421
N00002310,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10827,0.37894,-0.53467,0.11394,0.14314,0.41629,-0.72038,0.15129,0.02856,0.13532,-0.14972,0.03051,0.03129,0.1382,-0.16347,0.0334,0.11476,0.5438,-0.60166,0.12262,0.12574,0.55539,-0.65691,0.13421
N00002311,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10827,0.37894,-0.53467,0.11394,0.14314,0.41629,-0.72038,0.15129,0.02856,0.13532,-0.14972,0.03051,0.03129,0.1382,-0.16347,0.0334,0.11476,0.5438,-0.60166,0.12262,0.12574,0.55539,-0.65691,0.13421
N00002312,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10827,0.37894,-0.53467,0.11394,0.14314,0.41629,-0.72038,0.15129,0.02856,0.13532,-0.14972,0.03051,0.03129,0.1382,-0.16347,0.0334,0.11476,0.5438,-0.60166,0.12262,0.12574,0.55539,-0.65691,0.13421
N00002313,2.554855,BT635QQ,37.8526650536016,BT126BA,37.8526650536016,BT126BA,True,92.554855,250.4075200536016,127.8526650536016,187.8526650536016,0.1229,1.60118,0.71314,-0.67882,0.13314,0.06291,3.32347,0.33321,-0.31653,0.06821,0.11443,3.07458,0.38528,-0.56542,0.12028,0.11443,3.07458,0.38528,-0.56542,0.12028,0.10858,1.68461,0.6974,-0.59539,0.1174,0.05312,3.37722,0.32289,-0.26278,0.05789,0.15149,2.87696,0.42498,-0.76304,0.15998,0.15149,2.87696,0.42498,-0.76304,0.15998,0.11044,0.38125,-0.54613,0.11625,0.14387,0.41707,-0.72427,0.15207,0.02902,0.13582,-0.15227,0.03101,0.03145,0.13837,-0.16433,0.03356,0.11662,0.5458,-0.61192,0.12462,0.12637,0.55606,-0.66037,0.13488
N00002314,4.56529960917879,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,94.5652996091788,252.4179646627804,129.1166217609521,189.1166217609521,0.1221,1.60588,0.71226,-0.67412,0.13226,0.06235,3.32657,0.33261,-0.31343,0.06761,0.11325,3.08081,0.38403,-0.55919,0.11903,0.11325,3.08081,0.38403,-0.55919,0.11903,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10931,0.38005,-0.54015,0.11505,0.14314,0.41629,-0.72038,0.15129,0.02878,0.13556,-0.15094,0.03075,0.03129,0.1382,-0.16347,0.0334,0.11565,0.54476,-0.60657,0.12358,0.12574,0.55539,-0.65691,0.13421
N00002315,4.56529960917879,BT635QQ,37.8526650536016,BT126BA,37.8526650536016,BT126BA,True,94.5652996091788,252.4179646627804,127.8526650536016,187.8526650536016,0.1221,1.60588,0.71226,-0.67412,0.13226,0.06235,3.32657,0.33261,-0.31343,0.06761,0.11325,3.08081,0.38403,-0.55919,0.11903,0.11325,3.08081,0.38403,-0.55919,0.11903,0.10858,1.68461,0.6974,-0.59539,0.1174,0.05312,3.37722,0.32289,-0.26278,0.05789,0.15149,2.87696,0.42498,-0.76304,0.15998,0.15149,2.87696,0.42498,-0.76304,0.15998,0.10931,0.38005,-0.54015,0.11505,0.14387,0.41707,-0.72427,0.15207,0.02878,0.13556,-0.15094,0.03075,0.03145,0.13837,-0.16433,0.03356,0.11565,0.54476,-0.60657,0.12358,0.12637,0.55606,-0.66037,0.13488
N00002316,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10827,0.37894,-0.53467,0.11394,0.14314,0.41629,-0.72038,0.15129,0.02856,0.13532,-0.14972,0.03051,0.03129,0.1382,-0.16347,0.0334,0.11476,0.5438,-0.60166,0.12262,0.12574,0.55539,-0.65691,0.13421
N00002317,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10455,0.37499,-0.51504,0.10999,0.14606,0.41944,-0.73615,0.15444,0.02776,0.13446,-0.14534,0.02966,0.03192,0.13888,-0.16695,0.03408,0.11156,0.54036,-0.58405,0.11918,0.12826,0.55812,-0.6709,0.13694
N00002318,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10455,0.37499,-0.51504,0.10999,0.14606,0.41944,-0.73615,0.15444,0.02776,0.13446,-0.14534,0.02966,0.03192,0.13888,-0.16695,0.03408,0.11156,0.54036,-0.58405,0.11918,0.12826,0.55812,-0.6709,0.13694
N00002319,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10455,0.37499,-0.51504,0.10999,0.14606,0.41944,-0.73615,0.15444,0.02776,0.13446,-0.14534,0.02966,0.03192,0.13888,-0.16695,0.03408,0.11156,0.54036,-0.58405,0.11918,0.12826,0.55812,-0.6709,0.13694
N00002320,11.4562670706944,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,124.0096740062926,184.00967400629256,0.11933,1.62206,0.70922,-0.65794,0.12922,0.06043,3.33716,0.33059,-0.30284,0.06559,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10921,3.10207,0.37974,-0.53793,0.11474,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10543,0.37593,-0.51971,0.11093,0.14606,0.41944,-0.73615,0.15444,0.02795,0.13467,-0.14638,0.02986,0.03192,0.13888,-0.16695,0.03408,0.11232,0.54118,-0.58825,0.12,0.12826,0.55812,-0.6709,0.13694
N00002321,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10455,0.37499,-0.51504,0.10999,0.14606,0.41944,-0.73615,0.15444,0.02776,0.13446,-0.14534,0.02966,0.03192,0.13888,-0.16695,0.03408,0.11156,0.54036,-0.58405,0.11918,0.12826,0.55812,-0.6709,0.13694
N00002322,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10455,0.37499,-0.51504,0.10999,0.14606,0.41944,-0.73615,0.15444,0.02776,0.13446,-0.14534,0.02966,0.03192,0.13888,-0.16695,0.03408,0.11156,0.54036,-0.58405,0.11918,0.12826,0.55812,-0.6709,0.13694
N00002323,13.034936869946,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,125.29961114716512,185.2996111471651,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10455,0.37499,-0.51504,0.10999,0.14532,0.41864,-0.73216,0.15364,0.02776,0.13446,-0.14534,0.02966,0.03176,0.13871,-0.16607,0.0339,0.11156,0.54036,-0.58405,0.11918,0.12763,0.55743,-0.66737,0.13625
N00002324,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10455,0.37499,-0.51504,0.10999,0.14606,0.41944,-0.73615,0.15444,0.02776,0.13446,-0.14534,0.02966,0.03192,0.13888,-0.16695,0.03408,0.11156,0.54036,-0.58405,0.11918,0.12826,0.55812,-0.6709,0.13694
N00002325,13.034936869946,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,125.29961114716512,185.2996111471651,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10455,0.37499,-0.51504,0.10999,0.14532,0.41864,-0.73216,0.15364,0.02776,0.13446,-0.14534,0.02966,0.03176,0.13871,-0.16607,0.0339,0.11156,0.54036,-0.58405,0.11918,0.12763,0.55743,-0.66737,0.13625
N00002326,16.0884404323873,BT635QQ,30.0802640216665,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,120.0802640216665,180.0802640216665,0.11747,1.63297,0.70717,-0.64703,0.12717,0.05914,3.34424,0.32923,-0.29576,0.06423,0.10651,3.11632,0.37687,-0.52368,0.11187,0.10651,3.11632,0.37687,-0.52368,0.11187,0.11177,1.6661,0.70091,-0.6139,0.12091,0.05526,3.3655,0.32515,-0.2745,0.06015,0.15613,2.85187,0.42999,-0.78813,0.16499,0.15613,2.85187,0.42999,-0.78813,0.16499,0.10284,0.37318,-0.50602,0.10818,0.14831,0.42187,-0.74833,0.15687,0.0274,0.13407,-0.14332,0.02926,0.0324,0.13941,-0.16963,0.0346,0.11009,0.53878,-0.57593,0.11759,0.13019,0.56022,-0.68168,0.13904
N00002327,14.5772411907136,BT635QQ,31.4005615242259,BT126BA,37.8526650536016,BT126BA,True,104.5772411907136,262.4299062443152,121.4005615242259,181.4005615242259,0.11808,1.6294,0.70784,-0.6506,0.12784,0.05956,3.34193,0.32967,-0.29807,0.06467,0.10739,3.11168,0.37781,-0.52832,0.11281,0.10739,3.11168,0.37781,-0.52832,0.11281,0.11123,1.66924,0.70032,-0.61076,0.12032,0.0549,3.3675,0.32476,-0.2725,0.05976,0.15534,2.85614,0.42914,-0.78386,0.16414,0.15534,2.85614,0.42914,-0.78386,0.16414,0.10368,0.37408,-0.51048,0.10908,0.14756,0.42105,-0.74423,0.15605,0.02758,0.13427,-0.14432,0.02946,0.03224,0.13923,-0.16873,0.03442,0.11082,0.53956,-0.57995,0.11838,0.12955,0.55952,-0.67806,0.13834
N00002328,16.0884404323873,BT635QQ,31.4005615242259,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,121.4005615242259,181.4005615242259,0.11747,1.63297,0.70717,-0.64703,0.12717,0.05914,3.34424,0.32923,-0.29576,0.06423,0.10651,3.11632,0.37687,-0.52368,0.11187,0.10651,3.11632,0.37687,-0.52368,0.11187,0.11123,1.66924,0.70032,-0.61076,0.12032,0.0549,3.3675,0.32476,-0.2725,0.05976,0.15534,2.85614,0.42914,-0.78386,0.16414,0.15534,2.85614,0.42914,-0.78386,0.16414,0.10284,0.37318,-0.50602,0.10818,0.14756,0.42105,-0.74423,0.15605,0.0274,0.13407,-0.14332,0.02926,0.03224,0.13923,-0.16873,0.03442,0.11009,0.53878,-0.57593,0.11759,0.12955,0.55952,-0.67806,0.13834
N00002329,14.5772411907136,BT635QQ,31.4005615242259,BT126BA,37.8526650536016,BT126BA,True,104.5772411907136,262.4299062443152,121.4005615242259,181.4005615242259,0.11808,1.6294,0.70784,-0.6506,0.12784,0.05956,3.34193,0.32967,-0.29807,0.06467,0.10739,3.11168,0.37781,-0.52832,0.11281,0.10739,3.11168,0.37781,-0.52832,0.11281,0.11123,1.66924,0.70032,-0.61076,0.12032,0.0549,3.3675,0.32476,-0.2725,0.05976,0.15534,2.85614,0.42914,-0.78386,0.16414,0.15534,2.85614,0.42914,-0.78386,0.16414,0.10368,0.37408,-0.51048,0.10908,0.14756,0.42105,-0.74423,0.15605,0.02758,0.13427,-0.14432,0.02946,0.03224,0.13923,-0.16873,0.03442,0.11082,0.53956,-0.57995,0.11838,0.12955,0.55952,-0.67806,0.13834
N00002330,16.0884404323873,BT635QQ,30.0802640216665,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,120.0802640216665,180.0802640216665,0.11747,1.63297,0.70717,-0.64703,0.12717,0.05914,3.34424,0.32923,-0.29576,0.06423,0.10651,3.11632,0.37687,-0.52368,0.11187,0.10651,3.11632,0.37687,-0.52368,0.11187,0.11177,1.6661,0.70091,-0.6139,0.12091,0.05526,3.3655,0.32515,-0.2745,0.06015,0.15613,2.85187,0.42999,-0.78813,0.16499,0.15613,2.85187,0.42999,-0.78813,0.16499,0.10284,0.37318,-0.50602,0.10818,0.14831,0.42187,-0.74833,0.15687,0.0274,0.13407,-0.14332,0.02926,0.0324,0.13941,-0.16963,0.0346,0.11009,0.53878,-0.57593,0.11759,0.13019,0.56022,-0.68168,0.13904
N00002331,13.034936869946,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,125.29961114716512,185.2996111471651,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10455,0.37499,-0.51504,0.10999,0.14532,0.41864,-0.73216,0.15364,0.02776,0.13446,-0.14534,0.02966,0.03176,0.13871,-0.16607,0.0339,0.11156,0.54036,-0.58405,0.11918,0.12763,0.55743,-0.66737,0.13625
N00002332,17.5725337832552,BT635QQ,28.7486181479082,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,118.7486181479082,178.7486181479082,0.11687,1.63647,0.70651,-0.64353,0.12651,0.05873,3.34651,0.3288,-0.29349,0.0638,0.10564,3.12087,0.37595,-0.51913,0.11095,0.10564,3.12087,0.37595,-0.51913,0.11095,0.11232,1.66293,0.70151,-0.61707,0.12151,0.05563,3.36349,0.32554,-0.27651,0.06054,0.15693,2.84756,0.43085,-0.79244,0.16585,0.15693,2.84756,0.43085,-0.79244,0.16585,0.102,0.3723,-0.50164,0.1073,0.14908,0.42269,-0.75246,0.15769,0.02722,0.13388,-0.14234,0.02907,0.03256,0.13958,-0.17054,0.03478,0.10938,0.538,-0.57199,0.11682,0.13085,0.56093,-0.68533,0.13975
N00002333,17.5725337832552,BT635QQ,28.7486181479082,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,118.7486181479082,178.7486181479082,0.11687,1.63647,0.70651,-0.64353,0.12651,0.05873,3.34651,0.3288,-0.29349,0.0638,0.10564,3.12087,0.37595,-0.51913,0.11095,0.10564,3.12087,0.37595,-0.51913,0.11095,0.11232,1.66293,0.70151,-0.61707,0.12151,0.05563,3.36349,0.32554,-0.27651,0.06054,0.15693,2.84756,0.43085,-0.79244,0.16585,0.15693,2.84756,0.43085,-0.79244,0.16585,0.102,0.3723,-0.50164,0.1073,0.14908,0.42269,-0.75246,0.15769,0.02722,0.13388,-0.14234,0.02907,0.03256,0.13958,-0.17054,0.03478,0.10938,0.538,-0.57199,0.11682,0.13085,0.56093,-0.68533,0.13975
N00002334,17.5725337832552,BT635QQ,28.7486181479082,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,118.7486181479082,178.7486181479082,0.11687,1.63647,0.70651,-0.64353,0.12651,0.05873,3.34651,0.3288,-0.29349,0.0638,0.10564,3.12087,0.37595,-0.51913,0.11095,0.10564,3.12087,0.37595,-0.51913,0.11095,0.11232,1.66293,0.70151,-0.61707,0.12151,0.05563,3.36349,0.32554,-0.27651,0.06054,0.15693,2.84756,0.43085,-0.79244,0.16585,0.15693,2.84756,0.43085,-0.79244,0.16585,0.102,0.3723,-0.50164,0.1073,0.14908,0.42269,-0.75246,0.15769,0.02722,0.13388,-0.14234,0.02907,0.03256,0.13958,-0.17054,0.03478,0.10938,0.538,-0.57199,0.11682,0.13085,0.56093,-0.68533,0.13975
N00002335,17.5725337832552,BT635QQ,28.7486181479082,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,118.7486181479082,178.7486181479082,0.11687,1.63647,0.70651,-0.64353,0.12651,0.05873,3.34651,0.3288,-0.29349,0.0638,0.10564,3.12087,0.37595,-0.51913,0.11095,0.10564,3.12087,0.37595,-0.51913,0.11095,0.11232,1.66293,0.70151,-0.61707,0.12151,0.05563,3.36349,0.32554,-0.27651,0.06054,0.15693,2.84756,0.43085,-0.79244,0.16585,0.15693,2.84756,0.43085,-0.79244,0.16585,0.102,0.3723,-0.50164,0.1073,0.14908,0.42269,-0.75246,0.15769,0.02722,0.13388,-0.14234,0.02907,0.03256,0.13958,-0.17054,0.03478,0.10938,0.538,-0.57199,0.11682,0.13085,0.56093,-0.68533,0.13975
N00002336,11.4562670706944,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,125.29961114716512,185.2996111471651,0.11933,1.62206,0.70922,-0.65794,0.12922,0.06043,3.33716,0.33059,-0.30284,0.06559,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10543,0.37593,-0.51971,0.11093,0.14532,0.41864,-0.73216,0.15364,0.02795,0.13467,-0.14638,0.02986,0.03176,0.13871,-0.16607,0.0339,0.11232,0.54118,-0.58825,0.12,0.12763,0.55743,-0.66737,0.13625
