lsoa,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_added_utility,drip_ship_nlvo_ivt_mean_mrs,drip_ship_nlvo_ivt_mrs_less_equal_2,drip_ship_nlvo_ivt_mrs_shift,drip_ship_nlvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_added_utility,drip_ship_lvo_ivt_mean_mrs,drip_ship_lvo_ivt_mrs_less_equal_2,drip_ship_lvo_ivt_mrs_shift,drip_ship_lvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_mt_added_utility,drip_ship_lvo_ivt_mt_mean_mrs,drip_ship_lvo_ivt_mt_mrs_less_equal_2,drip_ship_lvo_ivt_mt_mrs_shift,drip_ship_lvo_ivt_mt_added_mrs_less_equal_2,drip_ship_lvo_mt_added_utility,drip_ship_lvo_mt_mean_mrs,drip_ship_lvo_mt_mrs_less_equal_2,drip_ship_lvo_mt_mrs_shift,drip_ship_lvo_mt_added_mrs_less_equal_2,mothership_nlvo_ivt_added_utility,mothership_nlvo_ivt_mean_mrs,mothership_nlvo_ivt_mrs_less_equal_2,mothership_nlvo_ivt_mrs_shift,mothership_nlvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_added_utility,mothership_lvo_ivt_mean_mrs,mothership_lvo_ivt_mrs_less_equal_2,mothership_lvo_ivt_mrs_shift,mothership_lvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_mt_added_utility,mothership_lvo_ivt_mt_mean_mrs,mothership_lvo_ivt_mt_mrs_less_equal_2,mothership_lvo_ivt_mt_mrs_shift,mothership_lvo_ivt_mt_added_mrs_less_equal_2,mothership_lvo_mt_added_utility,mothership_lvo_mt_mean_mrs,mothership_lvo_mt_mrs_less_equal_2,mothership_lvo_mt_mrs_shift,mothership_lvo_mt_added_mrs_less_equal_2,drip_ship_lvo_mix_added_utility,drip_ship_lvo_mix_mrs_less_equal_2,drip_ship_lvo_mix_mrs_shift,drip_ship_lvo_mix_added_mrs_less_equal_2,mothership_lvo_mix_added_utility,mothership_lvo_mix_mrs_less_equal_2,mothership_lvo_mix_mrs_shift,mothership_lvo_mix_added_mrs_less_equal_2,drip_ship_weighted_added_utility,drip_ship_weighted_mrs_less_equal_2,drip_ship_weighted_mrs_shift,drip_ship_weighted_added_mrs_less_equal_2,mothership_weighted_added_utility,mothership_weighted_mrs_less_equal_2,mothership_weighted_mrs_shift,mothership_weighted_added_mrs_less_equal_2,drip_ship_weighted_treated_added_utility,drip_ship_weighted_treated_mrs_less_equal_2,drip_ship_weighted_treated_mrs_shift,drip_ship_weighted_treated_added_mrs_less_equal_2,mothership_weighted_treated_added_utility,mothership_weighted_treated_mrs_less_equal_2,mothership_weighted_treated_mrs_shift,mothership_weighted_treated_added_mrs_less_equal_2
N00002337,9.83402616304834,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,125.29961114716512,185.2996111471651,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.11016,3.09708,0.38075,-0.54292,0.11575,0.11016,3.09708,0.38075,-0.54292,0.11575,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10634,0.3769,-0.52451,0.1119,0.14532,0.41864,-0.73216,0.15364,0.02815,0.13488,-0.14745,0.03007,0.03176,0.13871,-0.16607,0.0339,0.11311,0.54203,-0.59256,0.12084,0.12763,0.55743,-0.66737,0.13625
N00002338,11.4562670706944,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,125.29961114716512,185.2996111471651,0.11933,1.62206,0.70922,-0.65794,0.12922,0.06043,3.33716,0.33059,-0.30284,0.06559,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10543,0.37593,-0.51971,0.11093,0.14532,0.41864,-0.73216,0.15364,0.02795,0.13467,-0.14638,0.02986,0.03176,0.13871,-0.16607,0.0339,0.11232,0.54118,-0.58825,0.12,0.12763,0.55743,-0.66737,0.13625
N00002339,11.4562670706944,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,125.29961114716512,185.2996111471651,0.11933,1.62206,0.70922,-0.65794,0.12922,0.06043,3.33716,0.33059,-0.30284,0.06559,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10543,0.37593,-0.51971,0.11093,0.14532,0.41864,-0.73216,0.15364,0.02795,0.13467,-0.14638,0.02986,0.03176,0.13871,-0.16607,0.0339,0.11232,0.54118,-0.58825,0.12,0.12763,0.55743,-0.66737,0.13625
N00002340,11.4562670706944,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,125.29961114716512,185.2996111471651,0.11933,1.62206,0.70922,-0.65794,0.12922,0.06043,3.33716,0.33059,-0.30284,0.06559,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10543,0.37593,-0.51971,0.11093,0.14532,0.41864,-0.73216,0.15364,0.02795,0.13467,-0.14638,0.02986,0.03176,0.13871,-0.16607,0.0339,0.11232,0.54118,-0.58825,0.12,0.12763,0.55743,-0.66737,0.13625
N00002341,11.4562670706944,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,125.29961114716512,185.2996111471651,0.11933,1.62206,0.70922,-0.65794,0.12922,0.06043,3.33716,0.33059,-0.30284,0.06559,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10543,0.37593,-0.51971,0.11093,0.14532,0.41864,-0.73216,0.15364,0.02795,0.13467,-0.14638,0.02986,0.03176,0.13871,-0.16607,0.0339,0.11232,0.54118,-0.58825,0.12,0.12763,0.55743,-0.66737,0.13625
N00002342,9.83402616304834,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,125.29961114716512,185.2996111471651,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.11016,3.09708,0.38075,-0.54292,0.11575,0.11016,3.09708,0.38075,-0.54292,0.11575,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10634,0.3769,-0.52451,0.1119,0.14532,0.41864,-0.73216,0.15364,0.02815,0.13488,-0.14745,0.03007,0.03176,0.13871,-0.16607,0.0339,0.11311,0.54203,-0.59256,0.12084,0.12763,0.55743,-0.66737,0.13625
N00002343,9.83402616304834,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,125.29961114716512,185.2996111471651,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.11016,3.09708,0.38075,-0.54292,0.11575,0.11016,3.09708,0.38075,-0.54292,0.11575,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10634,0.3769,-0.52451,0.1119,0.14532,0.41864,-0.73216,0.15364,0.02815,0.13488,-0.14745,0.03007,0.03176,0.13871,-0.16607,0.0339,0.11311,0.54203,-0.59256,0.12084,0.12763,0.55743,-0.66737,0.13625
N00002344,9.83402616304834,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,122.7101681851292,182.7101681851292,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.11016,3.09708,0.38075,-0.54292,0.11575,0.11016,3.09708,0.38075,-0.54292,0.11575,0.11069,1.67235,0.69973,-0.60765,0.11973,0.05453,3.36948,0.32438,-0.27052,0.05938,0.15456,2.86037,0.42829,-0.77963,0.16329,0.15456,2.86037,0.42829,-0.77963,0.16329,0.10634,0.3769,-0.52451,0.1119,0.14681,0.42024,-0.74018,0.15524,0.02815,0.13488,-0.14745,0.03007,0.03208,0.13906,-0.16784,0.03425,0.11311,0.54203,-0.59256,0.12084,0.1289,0.55881,-0.67447,0.13763
N00002345,11.4562670706944,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,124.0096740062926,184.00967400629256,0.11933,1.62206,0.70922,-0.65794,0.12922,0.06043,3.33716,0.33059,-0.30284,0.06559,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10921,3.10207,0.37974,-0.53793,0.11474,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10543,0.37593,-0.51971,0.11093,0.14606,0.41944,-0.73615,0.15444,0.02795,0.13467,-0.14638,0.02986,0.03192,0.13888,-0.16695,0.03408,0.11232,0.54118,-0.58825,0.12,0.12826,0.55812,-0.6709,0.13694
N00002346,11.4562670706944,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,124.0096740062926,184.00967400629256,0.11933,1.62206,0.70922,-0.65794,0.12922,0.06043,3.33716,0.33059,-0.30284,0.06559,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10921,3.10207,0.37974,-0.53793,0.11474,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10543,0.37593,-0.51971,0.11093,0.14606,0.41944,-0.73615,0.15444,0.02795,0.13467,-0.14638,0.02986,0.03192,0.13888,-0.16695,0.03408,0.11232,0.54118,-0.58825,0.12,0.12826,0.55812,-0.6709,0.13694
N00002347,13.034936869946,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,122.7101681851292,182.7101681851292,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.11069,1.67235,0.69973,-0.60765,0.11973,0.05453,3.36948,0.32438,-0.27052,0.05938,0.15456,2.86037,0.42829,-0.77963,0.16329,0.15456,2.86037,0.42829,-0.77963,0.16329,0.10455,0.37499,-0.51504,0.10999,0.14681,0.42024,-0.74018,0.15524,0.02776,0.13446,-0.14534,0.02966,0.03208,0.13906,-0.16784,0.03425,0.11156,0.54036,-0.58405,0.11918,0.1289,0.55881,-0.67447,0.13763
N00002348,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10455,0.37499,-0.51504,0.10999,0.14606,0.41944,-0.73615,0.15444,0.02776,0.13446,-0.14534,0.02966,0.03192,0.13888,-0.16695,0.03408,0.11156,0.54036,-0.58405,0.11918,0.12826,0.55812,-0.6709,0.13694
N00002349,13.034936869946,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,122.7101681851292,182.7101681851292,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.10829,3.10693,0.37876,-0.53307,0.11376,0.10829,3.10693,0.37876,-0.53307,0.11376,0.11069,1.67235,0.69973,-0.60765,0.11973,0.05453,3.36948,0.32438,-0.27052,0.05938,0.15456,2.86037,0.42829,-0.77963,0.16329,0.15456,2.86037,0.42829,-0.77963,0.16329,0.10455,0.37499,-0.51504,0.10999,0.14681,0.42024,-0.74018,0.15524,0.02776,0.13446,-0.14534,0.02966,0.03208,0.13906,-0.16784,0.03425,0.11156,0.54036,-0.58405,0.11918,0.1289,0.55881,-0.67447,0.13763
N00002350,14.5772411907136,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,104.5772411907136,262.4299062443152,122.7101681851292,182.7101681851292,0.11808,1.6294,0.70784,-0.6506,0.12784,0.05956,3.34193,0.32967,-0.29807,0.06467,0.10739,3.11168,0.37781,-0.52832,0.11281,0.10739,3.11168,0.37781,-0.52832,0.11281,0.11069,1.67235,0.69973,-0.60765,0.11973,0.05453,3.36948,0.32438,-0.27052,0.05938,0.15456,2.86037,0.42829,-0.77963,0.16329,0.15456,2.86037,0.42829,-0.77963,0.16329,0.10368,0.37408,-0.51048,0.10908,0.14681,0.42024,-0.74018,0.15524,0.02758,0.13427,-0.14432,0.02946,0.03208,0.13906,-0.16784,0.03425,0.11082,0.53956,-0.57995,0.11838,0.1289,0.55881,-0.67447,0.13763
N00002351,11.4562670706944,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,124.0096740062926,184.00967400629256,0.11933,1.62206,0.70922,-0.65794,0.12922,0.06043,3.33716,0.33059,-0.30284,0.06559,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10921,3.10207,0.37974,-0.53793,0.11474,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10543,0.37593,-0.51971,0.11093,0.14606,0.41944,-0.73615,0.15444,0.02795,0.13467,-0.14638,0.02986,0.03192,0.13888,-0.16695,0.03408,0.11232,0.54118,-0.58825,0.12,0.12826,0.55812,-0.6709,0.13694
N00002352,11.4562670706944,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,124.0096740062926,184.00967400629256,0.11933,1.62206,0.70922,-0.65794,0.12922,0.06043,3.33716,0.33059,-0.30284,0.06559,0.10921,3.10207,0.37974,-0.53793,0.11474,0.10921,3.10207,0.37974,-0.53793,0.11474,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10543,0.37593,-0.51971,0.11093,0.14606,0.41944,-0.73615,0.15444,0.02795,0.13467,-0.14638,0.02986,0.03192,0.13888,-0.16695,0.03408,0.11232,0.54118,-0.58825,0.12,0.12826,0.55812,-0.6709,0.13694
N00002353,8.15778606675056,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,98.15778606675056,256.0104511203522,125.29961114716512,185.2996111471651,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.11114,3.09191,0.38179,-0.54809,0.11679,0.11114,3.09191,0.38179,-0.54809,0.11679,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10728,0.3779,-0.52948,0.1129,0.14532,0.41864,-0.73216,0.15364,0.02835,0.1351,-0.14856,0.03029,0.03176,0.13871,-0.16607,0.0339,0.11391,0.5429,-0.59701,0.12171,0.12763,0.55743,-0.66737,0.13625
N00002354,6.41121146749091,BT635QQ,36.5804618603731,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,126.5804618603731,186.5804618603731,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.1091,1.68158,0.69798,-0.59842,0.11798,0.05347,3.37531,0.32326,-0.26469,0.05826,0.15225,2.87286,0.4258,-0.76714,0.1608,0.15225,2.87286,0.4258,-0.76714,0.1608,0.10827,0.37894,-0.53467,0.11394,0.1446,0.41785,-0.7282,0.15285,0.02856,0.13532,-0.14972,0.03051,0.0316,0.13854,-0.1652,0.03373,0.11476,0.5438,-0.60166,0.12262,0.127,0.55674,-0.66386,0.13556
N00002355,8.15778606675056,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,98.15778606675056,256.0104511203522,125.29961114716512,185.2996111471651,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.11114,3.09191,0.38179,-0.54809,0.11679,0.11114,3.09191,0.38179,-0.54809,0.11679,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10728,0.3779,-0.52948,0.1129,0.14532,0.41864,-0.73216,0.15364,0.02835,0.1351,-0.14856,0.03029,0.03176,0.13871,-0.16607,0.0339,0.11391,0.5429,-0.59701,0.12171,0.12763,0.55743,-0.66737,0.13625
N00002356,6.41121146749091,BT635QQ,36.5804618603731,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,126.5804618603731,186.5804618603731,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.1091,1.68158,0.69798,-0.59842,0.11798,0.05347,3.37531,0.32326,-0.26469,0.05826,0.15225,2.87286,0.4258,-0.76714,0.1608,0.15225,2.87286,0.4258,-0.76714,0.1608,0.10827,0.37894,-0.53467,0.11394,0.1446,0.41785,-0.7282,0.15285,0.02856,0.13532,-0.14972,0.03051,0.0316,0.13854,-0.1652,0.03373,0.11476,0.5438,-0.60166,0.12262,0.127,0.55674,-0.66386,0.13556
N00002357,8.15778606675056,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,98.15778606675056,256.0104511203522,125.29961114716512,185.2996111471651,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.11114,3.09191,0.38179,-0.54809,0.11679,0.11114,3.09191,0.38179,-0.54809,0.11679,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10728,0.3779,-0.52948,0.1129,0.14532,0.41864,-0.73216,0.15364,0.02835,0.1351,-0.14856,0.03029,0.03176,0.13871,-0.16607,0.0339,0.11391,0.5429,-0.59701,0.12171,0.12763,0.55743,-0.66737,0.13625
N00002358,9.83402616304834,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,124.0096740062926,184.00967400629256,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.11016,3.09708,0.38075,-0.54292,0.11575,0.11016,3.09708,0.38075,-0.54292,0.11575,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10634,0.3769,-0.52451,0.1119,0.14606,0.41944,-0.73615,0.15444,0.02815,0.13488,-0.14745,0.03007,0.03192,0.13888,-0.16695,0.03408,0.11311,0.54203,-0.59256,0.12084,0.12826,0.55812,-0.6709,0.13694
N00002359,9.83402616304834,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,125.29961114716512,185.2996111471651,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.11016,3.09708,0.38075,-0.54292,0.11575,0.11016,3.09708,0.38075,-0.54292,0.11575,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10634,0.3769,-0.52451,0.1119,0.14532,0.41864,-0.73216,0.15364,0.02815,0.13488,-0.14745,0.03007,0.03176,0.13871,-0.16607,0.0339,0.11311,0.54203,-0.59256,0.12084,0.12763,0.55743,-0.66737,0.13625
N00002360,8.15778606675056,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,98.15778606675056,256.0104511203522,129.1166217609521,189.1166217609521,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.11114,3.09191,0.38179,-0.54809,0.11679,0.11114,3.09191,0.38179,-0.54809,0.11679,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10728,0.3779,-0.52948,0.1129,0.14314,0.41629,-0.72038,0.15129,0.02835,0.1351,-0.14856,0.03029,0.03129,0.1382,-0.16347,0.0334,0.11391,0.5429,-0.59701,0.12171,0.12574,0.55539,-0.65691,0.13421
N00002361,8.15778606675056,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,98.15778606675056,256.0104511203522,129.1166217609521,189.1166217609521,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.11114,3.09191,0.38179,-0.54809,0.11679,0.11114,3.09191,0.38179,-0.54809,0.11679,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10728,0.3779,-0.52948,0.1129,0.14314,0.41629,-0.72038,0.15129,0.02835,0.1351,-0.14856,0.03029,0.03129,0.1382,-0.16347,0.0334,0.11391,0.5429,-0.59701,0.12171,0.12574,0.55539,-0.65691,0.13421
N00002362,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10827,0.37894,-0.53467,0.11394,0.14314,0.41629,-0.72038,0.15129,0.02856,0.13532,-0.14972,0.03051,0.03129,0.1382,-0.16347,0.0334,0.11476,0.5438,-0.60166,0.12262,0.12574,0.55539,-0.65691,0.13421
N00002363,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10827,0.37894,-0.53467,0.11394,0.14314,0.41629,-0.72038,0.15129,0.02856,0.13532,-0.14972,0.03051,0.03129,0.1382,-0.16347,0.0334,0.11476,0.5438,-0.60166,0.12262,0.12574,0.55539,-0.65691,0.13421
N00002364,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10827,0.37894,-0.53467,0.11394,0.14314,0.41629,-0.72038,0.15129,0.02856,0.13532,-0.14972,0.03051,0.03129,0.1382,-0.16347,0.0334,0.11476,0.5438,-0.60166,0.12262,0.12574,0.55539,-0.65691,0.13421
N00002365,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10827,0.37894,-0.53467,0.11394,0.14314,0.41629,-0.72038,0.15129,0.02856,0.13532,-0.14972,0.03051,0.03129,0.1382,-0.16347,0.0334,0.11476,0.5438,-0.60166,0.12262,0.12574,0.55539,-0.65691,0.13421
N00002366,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.11217,3.08651,0.38288,-0.55349,0.11788,0.11217,3.08651,0.38288,-0.55349,0.11788,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10827,0.37894,-0.53467,0.11394,0.14314,0.41629,-0.72038,0.15129,0.02856,0.13532,-0.14972,0.03051,0.03129,0.1382,-0.16347,0.0334,0.11476,0.5438,-0.60166,0.12262,0.12574,0.55539,-0.65691,0.13421
