from_postcode,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_added_utility,drip_ship_lvo_ivt_added_utility,drip_ship_lvo_ivt_mt_added_utility,drip_ship_lvo_mt_added_utility,mothership_nlvo_ivt_added_utility,mothership_lvo_ivt_added_utility,mothership_lvo_ivt_mt_added_utility,mothership_lvo_mt_added_utility,drip_ship_lvo_mix_added_utility,mothership_lvo_mix_added_utility,drip_ship_weighted_added_utility,mothership_weighted_added_utility,drip_ship_weighted_treated_added_utility,mothership_weighted_treated_added_utility
N00000457,16.0884404323873,BT635QQ,46.5458959812848,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,136.5458959812848,196.5458959812848,0.11747,0.05914,0.10651,0.10651,0.10498,0.05073,0.1463,0.1463,0.10284,0.13889,0.0274,0.03038,0.11009,0.12208
N00000458,14.5772411907136,BT635QQ,45.3246173009173,BT126BA,37.8526650536016,BT126BA,True,104.5772411907136,262.4299062443152,135.3246173009173,195.3246173009173,0.11808,0.05956,0.10739,0.10739,0.10548,0.05106,0.14703,0.14703,0.10368,0.13959,0.02758,0.03053,0.11082,0.12268
N00000459,17.5725337832552,BT635QQ,46.5458959812848,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,136.5458959812848,196.5458959812848,0.11687,0.05873,0.10564,0.10564,0.10498,0.05073,0.1463,0.1463,0.102,0.13889,0.02722,0.03038,0.10938,0.12208
N00000460,16.0884404323873,BT635QQ,46.5458959812848,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,136.5458959812848,196.5458959812848,0.11747,0.05914,0.10651,0.10651,0.10498,0.05073,0.1463,0.1463,0.10284,0.13889,0.0274,0.03038,0.11009,0.12208
N00000461,16.0884404323873,BT635QQ,46.5458959812848,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,136.5458959812848,196.5458959812848,0.11747,0.05914,0.10651,0.10651,0.10498,0.05073,0.1463,0.1463,0.10284,0.13889,0.0274,0.03038,0.11009,0.12208
N00000462,16.0884404323873,BT635QQ,46.5458959812848,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,136.5458959812848,196.5458959812848,0.11747,0.05914,0.10651,0.10651,0.10498,0.05073,0.1463,0.1463,0.10284,0.13889,0.0274,0.03038,0.11009,0.12208
N00000463,17.5725337832552,BT635QQ,47.7609862792756,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,137.76098627927558,197.7609862792756,0.11687,0.05873,0.10564,0.10564,0.10447,0.0504,0.14558,0.14558,0.102,0.1382,0.02722,0.03023,0.10938,0.12148
N00000464,17.5725337832552,BT635QQ,45.3246173009173,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,135.3246173009173,195.3246173009173,0.11687,0.05873,0.10564,0.10564,0.10548,0.05106,0.14703,0.14703,0.102,0.13959,0.02722,0.03053,0.10938,0.12268
N00000465,17.5725337832552,BT635QQ,47.7609862792756,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,137.76098627927558,197.7609862792756,0.11687,0.05873,0.10564,0.10564,0.10447,0.0504,0.14558,0.14558,0.102,0.1382,0.02722,0.03023,0.10938,0.12148
N00000466,14.5772411907136,BT635QQ,44.0969174783216,BT126BA,37.8526650536016,BT126BA,True,104.5772411907136,262.4299062443152,134.0969174783216,194.0969174783216,0.11808,0.05956,0.10739,0.10739,0.10599,0.0514,0.14776,0.14776,0.10368,0.14029,0.02758,0.03068,0.11082,0.12329
N00000467,16.0884404323873,BT635QQ,45.3246173009173,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,135.3246173009173,195.3246173009173,0.11747,0.05914,0.10651,0.10651,0.10548,0.05106,0.14703,0.14703,0.10284,0.13959,0.0274,0.03053,0.11009,0.12268
N00000468,17.5725337832552,BT635QQ,46.5458959812848,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,136.5458959812848,196.5458959812848,0.11687,0.05873,0.10564,0.10564,0.10498,0.05073,0.1463,0.1463,0.102,0.13889,0.02722,0.03038,0.10938,0.12208
N00000469,16.0884404323873,BT635QQ,46.5458959812848,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,136.5458959812848,196.5458959812848,0.11747,0.05914,0.10651,0.10651,0.10498,0.05073,0.1463,0.1463,0.10284,0.13889,0.0274,0.03038,0.11009,0.12208
N00000470,24.6777297765005,BT635QQ,53.7507676882285,BT126BA,37.8526650536016,BT126BA,True,114.6777297765005,272.53039483010207,143.7507676882285,203.7507676882285,0.11398,0.05675,0.1015,0.1015,0.10197,0.04876,0.14201,0.14201,0.09803,0.13478,0.02636,0.02949,0.10594,0.11851
N00000471,23.2922777214499,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,113.29227772144988,271.1449427750515,142.5636145854392,202.5636145854392,0.11454,0.05714,0.10231,0.10231,0.10246,0.04908,0.14272,0.14272,0.09881,0.13546,0.02653,0.02964,0.10661,0.1191
N00000472,23.2922777214499,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,113.29227772144988,271.1449427750515,142.5636145854392,202.5636145854392,0.11454,0.05714,0.10231,0.10231,0.10246,0.04908,0.14272,0.14272,0.09881,0.13546,0.02653,0.02964,0.10661,0.1191
N00000473,23.2922777214499,BT635QQ,51.3712344516913,BT126BA,37.8526650536016,BT126BA,True,113.29227772144988,271.1449427750515,141.3712344516913,201.3712344516913,0.11454,0.05714,0.10231,0.10231,0.10296,0.04941,0.14343,0.14343,0.09881,0.13614,0.02653,0.02978,0.10661,0.11969
N00000474,24.6777297765005,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,114.6777297765005,272.53039483010207,142.5636145854392,202.5636145854392,0.11398,0.05675,0.1015,0.1015,0.10246,0.04908,0.14272,0.14272,0.09803,0.13546,0.02636,0.02964,0.10594,0.1191
N00000475,23.2922777214499,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,113.29227772144988,271.1449427750515,142.5636145854392,202.5636145854392,0.11454,0.05714,0.10231,0.10231,0.10246,0.04908,0.14272,0.14272,0.09881,0.13546,0.02653,0.02964,0.10661,0.1191
N00000476,23.2922777214499,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,113.29227772144988,271.1449427750515,142.5636145854392,202.5636145854392,0.11454,0.05714,0.10231,0.10231,0.10246,0.04908,0.14272,0.14272,0.09881,0.13546,0.02653,0.02964,0.10661,0.1191
N00000477,23.2922777214499,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,131.6212373612667,191.6212373612667,0.11454,0.05714,0.10762,0.10762,0.10702,0.05208,0.14924,0.14924,0.10371,0.14171,0.02714,0.03098,0.10908,0.12451
N00000478,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000479,23.2922777214499,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,131.6212373612667,191.6212373612667,0.11454,0.05714,0.10762,0.10762,0.10702,0.05208,0.14924,0.14924,0.10371,0.14171,0.02714,0.03098,0.10908,0.12451
N00000480,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,132.8625469209214,192.8625469209214,0.11454,0.05714,0.10762,0.10762,0.1065,0.05174,0.1485,0.1485,0.10371,0.141,0.02714,0.03083,0.10908,0.1239
N00000481,23.2922777214499,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,131.6212373612667,191.6212373612667,0.11454,0.05714,0.10762,0.10762,0.10702,0.05208,0.14924,0.14924,0.10371,0.14171,0.02714,0.03098,0.10908,0.12451
N00000482,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.11398,0.05675,0.10681,0.10681,0.10599,0.0514,0.14776,0.14776,0.10293,0.14029,0.02698,0.03068,0.10841,0.12329
N00000483,26.0482389454077,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,134.0969174783216,194.0969174783216,0.11342,0.05637,0.10601,0.10601,0.10599,0.0514,0.14776,0.14776,0.10216,0.14029,0.02681,0.03068,0.10774,0.12329
N00000484,26.0482389454077,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,134.0969174783216,194.0969174783216,0.11342,0.05637,0.10601,0.10601,0.10599,0.0514,0.14776,0.14776,0.10216,0.14029,0.02681,0.03068,0.10774,0.12329
N00000485,26.0482389454077,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,134.0969174783216,194.0969174783216,0.11342,0.05637,0.10601,0.10601,0.10599,0.0514,0.14776,0.14776,0.10216,0.14029,0.02681,0.03068,0.10774,0.12329
N00000486,26.0482389454077,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,135.3246173009173,195.3246173009173,0.11342,0.05637,0.10601,0.10601,0.10548,0.05106,0.14703,0.14703,0.10216,0.13959,0.02681,0.03053,0.10774,0.12268
N00000487,27.4048869057523,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,135.3246173009173,195.3246173009173,0.11287,0.056,0.10522,0.10522,0.10548,0.05106,0.14703,0.14703,0.10141,0.13959,0.02665,0.03053,0.10709,0.12268
N00000488,26.0482389454077,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,134.0969174783216,194.0969174783216,0.11342,0.05637,0.10601,0.10601,0.10599,0.0514,0.14776,0.14776,0.10216,0.14029,0.02681,0.03068,0.10774,0.12329
N00000489,26.0482389454077,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,134.0969174783216,194.0969174783216,0.11342,0.05637,0.10601,0.10601,0.10599,0.0514,0.14776,0.14776,0.10216,0.14029,0.02681,0.03068,0.10774,0.12329
N00000490,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.11398,0.05675,0.10681,0.10681,0.1065,0.05174,0.1485,0.1485,0.10293,0.141,0.02698,0.03083,0.10841,0.1239
N00000491,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.11398,0.05675,0.10681,0.10681,0.10599,0.0514,0.14776,0.14776,0.10293,0.14029,0.02698,0.03068,0.10841,0.12329
N00000492,26.0482389454077,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,135.3246173009173,195.3246173009173,0.11342,0.05637,0.10601,0.10601,0.10548,0.05106,0.14703,0.14703,0.10216,0.13959,0.02681,0.03053,0.10774,0.12268
N00000493,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,132.8625469209214,192.8625469209214,0.11454,0.05714,0.10762,0.10762,0.1065,0.05174,0.1485,0.1485,0.10371,0.141,0.02714,0.03083,0.10908,0.1239
N00000494,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,132.8625469209214,192.8625469209214,0.11454,0.05714,0.10762,0.10762,0.1065,0.05174,0.1485,0.1485,0.10371,0.141,0.02714,0.03083,0.10908,0.1239
N00000495,21.8906326516112,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,130.372699739972,190.372699739972,0.11511,0.05753,0.10844,0.10844,0.10754,0.05242,0.14998,0.14998,0.10449,0.14242,0.02731,0.03114,0.10976,0.12513
N00000496,20.4713346082219,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,129.1166217609521,189.1166217609521,0.11569,0.05792,0.10927,0.10927,0.10805,0.05277,0.15073,0.15073,0.10529,0.14314,0.02748,0.03129,0.11045,0.12574
N00000497,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.11569,0.05792,0.10927,0.10927,0.10754,0.05242,0.14998,0.14998,0.10529,0.14242,0.02748,0.03114,0.11045,0.12513
N00000498,23.2922777214499,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,131.6212373612667,191.6212373612667,0.11454,0.05714,0.10762,0.10762,0.10702,0.05208,0.14924,0.14924,0.10371,0.14171,0.02714,0.03098,0.10908,0.12451
N00000499,20.4713346082219,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,129.1166217609521,189.1166217609521,0.11569,0.05792,0.10927,0.10927,0.10805,0.05277,0.15073,0.15073,0.10529,0.14314,0.02748,0.03129,0.11045,0.12574
N00000500,21.8906326516112,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,130.372699739972,190.372699739972,0.11511,0.05753,0.10844,0.10844,0.10754,0.05242,0.14998,0.14998,0.10449,0.14242,0.02731,0.03114,0.10976,0.12513
N00000501,19.0326579023751,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,109.03265790237508,257.7812760502833,129.1166217609521,189.1166217609521,0.11627,0.05832,0.11011,0.11011,0.10805,0.05277,0.15073,0.15073,0.1061,0.14314,0.02766,0.03129,0.11114,0.12574
N00000502,20.4713346082219,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,129.1166217609521,189.1166217609521,0.11569,0.05792,0.10927,0.10927,0.10805,0.05277,0.15073,0.15073,0.10529,0.14314,0.02748,0.03129,0.11045,0.12574
N00000503,20.4713346082219,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,129.1166217609521,189.1166217609521,0.11569,0.05792,0.10927,0.10927,0.10805,0.05277,0.15073,0.15073,0.10529,0.14314,0.02748,0.03129,0.11045,0.12574
N00000504,19.0326579023751,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,109.03265790237508,257.7812760502833,129.1166217609521,189.1166217609521,0.11627,0.05832,0.11011,0.11011,0.10805,0.05277,0.15073,0.15073,0.1061,0.14314,0.02766,0.03129,0.11114,0.12574
N00000505,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000506,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000507,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000508,21.8906326516112,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,130.372699739972,190.372699739972,0.11511,0.05753,0.10844,0.10844,0.10754,0.05242,0.14998,0.14998,0.10449,0.14242,0.02731,0.03114,0.10976,0.12513
N00000509,23.2922777214499,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,131.6212373612667,191.6212373612667,0.11454,0.05714,0.10762,0.10762,0.10702,0.05208,0.14924,0.14924,0.10371,0.14171,0.02714,0.03098,0.10908,0.12451
N00000510,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000511,23.2922777214499,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,131.6212373612667,191.6212373612667,0.11454,0.05714,0.10762,0.10762,0.10702,0.05208,0.14924,0.14924,0.10371,0.14171,0.02714,0.03098,0.10908,0.12451
N00000512,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.11398,0.05675,0.10681,0.10681,0.1065,0.05174,0.1485,0.1485,0.10293,0.141,0.02698,0.03083,0.10841,0.1239
N00000513,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.11398,0.05675,0.10681,0.10681,0.1065,0.05174,0.1485,0.1485,0.10293,0.141,0.02698,0.03083,0.10841,0.1239
N00000514,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.11398,0.05675,0.10681,0.10681,0.1065,0.05174,0.1485,0.1485,0.10293,0.141,0.02698,0.03083,0.10841,0.1239
N00000515,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,132.8625469209214,192.8625469209214,0.11454,0.05714,0.10762,0.10762,0.1065,0.05174,0.1485,0.1485,0.10371,0.141,0.02714,0.03083,0.10908,0.1239
N00000516,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,132.8625469209214,192.8625469209214,0.11454,0.05714,0.10762,0.10762,0.1065,0.05174,0.1485,0.1485,0.10371,0.141,0.02714,0.03083,0.10908,0.1239
N00000517,23.2922777214499,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,131.6212373612667,191.6212373612667,0.11454,0.05714,0.10762,0.10762,0.10702,0.05208,0.14924,0.14924,0.10371,0.14171,0.02714,0.03098,0.10908,0.12451
N00000518,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000519,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.11398,0.05675,0.10681,0.10681,0.1065,0.05174,0.1485,0.1485,0.10293,0.141,0.02698,0.03083,0.10841,0.1239
N00000520,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.11398,0.05675,0.10681,0.10681,0.10599,0.0514,0.14776,0.14776,0.10293,0.14029,0.02698,0.03068,0.10841,0.12329
N00000521,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.11398,0.05675,0.10681,0.10681,0.1065,0.05174,0.1485,0.1485,0.10293,0.141,0.02698,0.03083,0.10841,0.1239
N00000522,26.0482389454077,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,135.3246173009173,195.3246173009173,0.11342,0.05637,0.10601,0.10601,0.10548,0.05106,0.14703,0.14703,0.10216,0.13959,0.02681,0.03053,0.10774,0.12268
N00000523,26.0482389454077,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,134.0969174783216,194.0969174783216,0.11342,0.05637,0.10601,0.10601,0.10599,0.0514,0.14776,0.14776,0.10216,0.14029,0.02681,0.03068,0.10774,0.12329
N00000524,26.0482389454077,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,134.0969174783216,194.0969174783216,0.11342,0.05637,0.10601,0.10601,0.10599,0.0514,0.14776,0.14776,0.10216,0.14029,0.02681,0.03068,0.10774,0.12329
N00000525,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.11398,0.05675,0.10681,0.10681,0.10599,0.0514,0.14776,0.14776,0.10293,0.14029,0.02698,0.03068,0.10841,0.12329
N00000526,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000527,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000528,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000529,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000530,23.2922777214499,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,131.6212373612667,191.6212373612667,0.11454,0.05714,0.10762,0.10762,0.10702,0.05208,0.14924,0.14924,0.10371,0.14171,0.02714,0.03098,0.10908,0.12451
N00000531,23.2922777214499,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,113.29227772144988,262.0408958693581,131.6212373612667,191.6212373612667,0.11454,0.05714,0.10762,0.10762,0.10702,0.05208,0.14924,0.14924,0.10371,0.14171,0.02714,0.03098,0.10908,0.12451
N00000532,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000533,21.8906326516112,BT412RL,41.6212373612667,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,131.6212373612667,191.6212373612667,0.11511,0.05753,0.10844,0.10844,0.10702,0.05208,0.14924,0.14924,0.10449,0.14171,0.02731,0.03098,0.10976,0.12451
N00000534,32.7101681851292,BT412RL,51.3712344516913,BT126BA,28.7486181479082,BT126BA,True,122.7101681851292,271.4587863330374,141.3712344516913,201.3712344516913,0.11069,0.05453,0.10212,0.10212,0.10296,0.04941,0.14343,0.14343,0.09843,0.13614,0.02601,0.02978,0.10451,0.11969
N00000535,28.7486181479082,BT412RL,46.5458959812848,BT126BA,28.7486181479082,BT126BA,True,118.7486181479082,267.4972362958164,136.5458959812848,196.5458959812848,0.11232,0.05563,0.10443,0.10443,0.10498,0.05073,0.1463,0.1463,0.10065,0.13889,0.02649,0.03038,0.10644,0.12208
N00000536,27.4048869057523,BT412RL,46.5458959812848,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,136.5458959812848,196.5458959812848,0.11287,0.056,0.10522,0.10522,0.10498,0.05073,0.1463,0.1463,0.10141,0.13889,0.02665,0.03038,0.10709,0.12208
N00000537,28.7486181479082,BT412RL,47.7609862792756,BT126BA,28.7486181479082,BT126BA,True,118.7486181479082,267.4972362958164,137.76098627927558,197.7609862792756,0.11232,0.05563,0.10443,0.10443,0.10447,0.0504,0.14558,0.14558,0.10065,0.1382,0.02649,0.03023,0.10644,0.12148
N00000538,26.0482389454077,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,134.0969174783216,194.0969174783216,0.11342,0.05637,0.10601,0.10601,0.10599,0.0514,0.14776,0.14776,0.10216,0.14029,0.02681,0.03068,0.10774,0.12329
N00000539,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.11398,0.05675,0.10681,0.10681,0.10599,0.0514,0.14776,0.14776,0.10293,0.14029,0.02698,0.03068,0.10841,0.12329
N00000540,27.4048869057523,BT412RL,46.5458959812848,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,136.5458959812848,196.5458959812848,0.11287,0.056,0.10522,0.10522,0.10498,0.05073,0.1463,0.1463,0.10141,0.13889,0.02665,0.03038,0.10709,0.12208
N00000541,26.0482389454077,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,135.3246173009173,195.3246173009173,0.11342,0.05637,0.10601,0.10601,0.10548,0.05106,0.14703,0.14703,0.10216,0.13959,0.02681,0.03053,0.10774,0.12268
N00000542,27.4048869057523,BT412RL,46.5458959812848,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,136.5458959812848,196.5458959812848,0.11287,0.056,0.10522,0.10522,0.10498,0.05073,0.1463,0.1463,0.10141,0.13889,0.02665,0.03038,0.10709,0.12208
N00000543,27.4048869057523,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,135.3246173009173,195.3246173009173,0.11287,0.056,0.10522,0.10522,0.10548,0.05106,0.14703,0.14703,0.10141,0.13959,0.02665,0.03053,0.10709,0.12268
N00000544,27.4048869057523,BT412RL,45.3246173009173,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,135.3246173009173,195.3246173009173,0.11287,0.056,0.10522,0.10522,0.10548,0.05106,0.14703,0.14703,0.10141,0.13959,0.02665,0.03053,0.10709,0.12268
N00000545,27.4048869057523,BT412RL,46.5458959812848,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,136.5458959812848,196.5458959812848,0.11287,0.056,0.10522,0.10522,0.10498,0.05073,0.1463,0.1463,0.10141,0.13889,0.02665,0.03038,0.10709,0.12208
N00000546,27.4048869057523,BT412RL,46.5458959812848,BT126BA,28.7486181479082,BT126BA,True,117.4048869057523,266.1535050536605,136.5458959812848,196.5458959812848,0.11287,0.056,0.10522,0.10522,0.10498,0.05073,0.1463,0.1463,0.10141,0.13889,0.02665,0.03038,0.10709,0.12208
