from_postcode,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_added_utility,drip_ship_lvo_ivt_added_utility,drip_ship_lvo_ivt_mt_added_utility,drip_ship_lvo_mt_added_utility,mothership_nlvo_ivt_added_utility,mothership_lvo_ivt_added_utility,mothership_lvo_ivt_mt_added_utility,mothership_lvo_mt_added_utility,drip_ship_lvo_mix_added_utility,mothership_lvo_mix_added_utility,drip_ship_weighted_added_utility,mothership_weighted_added_utility,drip_ship_weighted_treated_added_utility,mothership_weighted_treated_added_utility
N00004300,19.0326579023751,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,109.03265790237508,248.06531580475016,114.6777297765005,174.67772977650048,0.11627,0.05832,0.1158,0.1158,0.11398,0.05675,0.15937,0.15937,0.11135,0.15142,0.02832,0.03306,0.11379,0.13286
N00004301,21.8906326516112,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,111.8906326516112,250.9232905539863,117.4048869057523,177.4048869057523,0.11511,0.05753,0.11413,0.11413,0.11287,0.056,0.15774,0.15774,0.10974,0.14986,0.02797,0.03273,0.1124,0.13152
N00004302,23.2922777214499,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,113.29227772144988,252.32493562382496,117.4048869057523,177.4048869057523,0.11454,0.05714,0.1133,0.1133,0.11287,0.056,0.15774,0.15774,0.10895,0.14986,0.0278,0.03273,0.11172,0.13152
N00004303,19.0326579023751,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,109.03265790237508,248.06531580475016,116.0482389454077,176.04823894540772,0.11627,0.05832,0.1158,0.1158,0.11342,0.05637,0.15855,0.15855,0.11135,0.15063,0.02832,0.03289,0.11379,0.13218
N00004304,19.0326579023751,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,109.03265790237508,248.06531580475016,117.4048869057523,177.4048869057523,0.11627,0.05832,0.1158,0.1158,0.11287,0.056,0.15774,0.15774,0.11135,0.14986,0.02832,0.03273,0.11379,0.13152
N00004305,20.4713346082219,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,116.0482389454077,176.04823894540772,0.11569,0.05792,0.11496,0.11496,0.11342,0.05637,0.15855,0.15855,0.11054,0.15063,0.02814,0.03289,0.11309,0.13218
N00004306,20.4713346082219,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,116.0482389454077,176.04823894540772,0.11569,0.05792,0.11496,0.11496,0.11342,0.05637,0.15855,0.15855,0.11054,0.15063,0.02814,0.03289,0.11309,0.13218
N00004307,20.4713346082219,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,116.0482389454077,176.04823894540772,0.11569,0.05792,0.11496,0.11496,0.11342,0.05637,0.15855,0.15855,0.11054,0.15063,0.02814,0.03289,0.11309,0.13218
N00004308,20.4713346082219,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,116.0482389454077,176.04823894540772,0.11569,0.05792,0.11496,0.11496,0.11342,0.05637,0.15855,0.15855,0.11054,0.15063,0.02814,0.03289,0.11309,0.13218
N00004309,19.0326579023751,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,109.03265790237508,248.06531580475016,117.4048869057523,177.4048869057523,0.11627,0.05832,0.1158,0.1158,0.11287,0.056,0.15774,0.15774,0.11135,0.14986,0.02832,0.03273,0.11379,0.13152
N00004310,19.0326579023751,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,109.03265790237508,248.06531580475016,116.0482389454077,176.04823894540772,0.11627,0.05832,0.1158,0.1158,0.11342,0.05637,0.15855,0.15855,0.11135,0.15063,0.02832,0.03289,0.11379,0.13218
N00004311,17.5725337832552,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,116.0482389454077,176.04823894540772,0.11687,0.05873,0.11666,0.11666,0.11342,0.05637,0.15855,0.15855,0.11217,0.15063,0.02849,0.03289,0.1145,0.13218
N00004312,16.0884404323873,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,106.0884404323873,245.1210983347624,114.6777297765005,174.67772977650048,0.11747,0.05914,0.11753,0.11753,0.11398,0.05675,0.15937,0.15937,0.11301,0.15142,0.02867,0.03306,0.11522,0.13286
N00004313,20.4713346082219,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,116.0482389454077,176.04823894540772,0.11569,0.05792,0.11496,0.11496,0.11342,0.05637,0.15855,0.15855,0.11054,0.15063,0.02814,0.03289,0.11309,0.13218
N00004314,16.0884404323873,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,106.0884404323873,245.1210983347624,114.6777297765005,174.67772977650048,0.11747,0.05914,0.11753,0.11753,0.11398,0.05675,0.15937,0.15937,0.11301,0.15142,0.02867,0.03306,0.11522,0.13286
N00004315,20.4713346082219,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,116.0482389454077,176.04823894540772,0.11569,0.05792,0.11496,0.11496,0.11342,0.05637,0.15855,0.15855,0.11054,0.15063,0.02814,0.03289,0.11309,0.13218
N00004316,20.4713346082219,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,114.6777297765005,174.67772977650048,0.11569,0.05792,0.11496,0.11496,0.11398,0.05675,0.15937,0.15937,0.11054,0.15142,0.02814,0.03306,0.11309,0.13286
N00004317,20.4713346082219,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,116.0482389454077,176.04823894540772,0.11569,0.05792,0.11496,0.11496,0.11342,0.05637,0.15855,0.15855,0.11054,0.15063,0.02814,0.03289,0.11309,0.13218
N00004318,20.4713346082219,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,114.6777297765005,174.67772977650048,0.11569,0.05792,0.11496,0.11496,0.11398,0.05675,0.15937,0.15937,0.11054,0.15142,0.02814,0.03306,0.11309,0.13286
N00004319,20.4713346082219,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,114.6777297765005,174.67772977650048,0.11569,0.05792,0.11496,0.11496,0.11398,0.05675,0.15937,0.15937,0.11054,0.15142,0.02814,0.03306,0.11309,0.13286
N00004320,16.0884404323873,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,106.0884404323873,245.1210983347624,114.6777297765005,174.67772977650048,0.11747,0.05914,0.11753,0.11753,0.11398,0.05675,0.15937,0.15937,0.11301,0.15142,0.02867,0.03306,0.11522,0.13286
N00004321,20.4713346082219,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,114.6777297765005,174.67772977650048,0.11569,0.05792,0.11496,0.11496,0.11398,0.05675,0.15937,0.15937,0.11054,0.15142,0.02814,0.03306,0.11309,0.13286
N00004322,17.5725337832552,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,116.0482389454077,176.04823894540772,0.11687,0.05873,0.11666,0.11666,0.11342,0.05637,0.15855,0.15855,0.11217,0.15063,0.02849,0.03289,0.1145,0.13218
N00004323,17.5725337832552,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,116.0482389454077,176.04823894540772,0.11687,0.05873,0.11666,0.11666,0.11342,0.05637,0.15855,0.15855,0.11217,0.15063,0.02849,0.03289,0.1145,0.13218
N00004324,17.5725337832552,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,114.6777297765005,174.67772977650048,0.11687,0.05873,0.11666,0.11666,0.11398,0.05675,0.15937,0.15937,0.11217,0.15142,0.02849,0.03306,0.1145,0.13286
N00004325,17.5725337832552,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,114.6777297765005,174.67772977650048,0.11687,0.05873,0.11666,0.11666,0.11398,0.05675,0.15937,0.15937,0.11217,0.15142,0.02849,0.03306,0.1145,0.13286
N00004326,17.5725337832552,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,116.0482389454077,176.04823894540772,0.11687,0.05873,0.11666,0.11666,0.11342,0.05637,0.15855,0.15855,0.11217,0.15063,0.02849,0.03289,0.1145,0.13218
N00004327,16.0884404323873,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,106.0884404323873,245.1210983347624,114.6777297765005,174.67772977650048,0.11747,0.05914,0.11753,0.11753,0.11398,0.05675,0.15937,0.15937,0.11301,0.15142,0.02867,0.03306,0.11522,0.13286
N00004328,17.5725337832552,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,116.0482389454077,176.04823894540772,0.11687,0.05873,0.11666,0.11666,0.11342,0.05637,0.15855,0.15855,0.11217,0.15063,0.02849,0.03289,0.1145,0.13218
N00004329,20.4713346082219,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,117.4048869057523,177.4048869057523,0.11569,0.05792,0.11496,0.11496,0.11287,0.056,0.15774,0.15774,0.11054,0.14986,0.02814,0.03273,0.11309,0.13152
N00004330,19.0326579023751,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,109.03265790237508,248.06531580475016,117.4048869057523,177.4048869057523,0.11627,0.05832,0.1158,0.1158,0.11287,0.056,0.15774,0.15774,0.11135,0.14986,0.02832,0.03273,0.11379,0.13152
N00004331,20.4713346082219,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,117.4048869057523,177.4048869057523,0.11569,0.05792,0.11496,0.11496,0.11287,0.056,0.15774,0.15774,0.11054,0.14986,0.02814,0.03273,0.11309,0.13152
N00004332,20.4713346082219,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,117.4048869057523,177.4048869057523,0.11569,0.05792,0.11496,0.11496,0.11287,0.056,0.15774,0.15774,0.11054,0.14986,0.02814,0.03273,0.11309,0.13152
N00004333,19.0326579023751,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,109.03265790237508,248.06531580475016,117.4048869057523,177.4048869057523,0.11627,0.05832,0.1158,0.1158,0.11287,0.056,0.15774,0.15774,0.11135,0.14986,0.02832,0.03273,0.11379,0.13152
N00004334,19.0326579023751,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,109.03265790237508,248.06531580475016,117.4048869057523,177.4048869057523,0.11627,0.05832,0.1158,0.1158,0.11287,0.056,0.15774,0.15774,0.11135,0.14986,0.02832,0.03273,0.11379,0.13152
N00004335,19.0326579023751,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,109.03265790237508,248.06531580475016,117.4048869057523,177.4048869057523,0.11627,0.05832,0.1158,0.1158,0.11287,0.056,0.15774,0.15774,0.11135,0.14986,0.02832,0.03273,0.11379,0.13152
N00004336,19.0326579023751,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,109.03265790237508,248.06531580475016,117.4048869057523,177.4048869057523,0.11627,0.05832,0.1158,0.1158,0.11287,0.056,0.15774,0.15774,0.11135,0.14986,0.02832,0.03273,0.11379,0.13152
N00004337,19.0326579023751,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,109.03265790237508,248.06531580475016,116.0482389454077,176.04823894540772,0.11627,0.05832,0.1158,0.1158,0.11342,0.05637,0.15855,0.15855,0.11135,0.15063,0.02832,0.03289,0.11379,0.13218
N00004338,46.5458959812848,BT746DN,84.5,BT126BA,104.0,BT126BA,True,136.5458959812848,360.5458959812848,174.5,234.5,0.10498,0.05073,0.05073,0.05123,0.08891,0.04042,0.12379,0.12379,0.0508,0.11733,0.01933,0.02569,0.07766,0.10324
N00004339,45.3246173009173,BT746DN,77.6959497099794,BT126BA,104.0,BT126BA,True,135.3246173009173,359.32461730091734,167.6959497099794,227.6959497099794,0.10548,0.05106,0.05106,0.05191,0.09183,0.04225,0.12781,0.12781,0.05118,0.12118,0.01943,0.02653,0.0781,0.10663
N00004340,51.3712344516913,BT746DN,79.8956428122916,BT126BA,104.0,BT126BA,True,141.3712344516913,365.3712344516913,169.8956428122916,229.8956428122916,0.10296,0.04941,0.04941,0.04854,0.09089,0.04166,0.12651,0.12651,0.04929,0.11993,0.01889,0.02626,0.0759,0.10553
N00004341,50.1734580681615,BT746DN,75.4841013054998,BT126BA,104.0,BT126BA,True,140.1734580681615,364.1734580681615,165.4841013054998,225.4841013054998,0.10346,0.04974,0.04974,0.0492,0.09278,0.04285,0.12911,0.12911,0.04967,0.12243,0.019,0.02681,0.07634,0.10773
N00004342,46.5458959812848,BT746DN,77.6959497099794,BT126BA,104.0,BT126BA,True,136.5458959812848,360.5458959812848,167.6959497099794,227.6959497099794,0.10498,0.05073,0.05073,0.05123,0.09183,0.04225,0.12781,0.12781,0.0508,0.12118,0.01933,0.02653,0.07766,0.10663
N00004343,44.0969174783216,BT746DN,83.2,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,173.2,233.2,0.10599,0.0514,0.0514,0.0526,0.08947,0.04077,0.12456,0.12456,0.05157,0.11807,0.01955,0.02585,0.07855,0.10389
N00004344,44.0969174783216,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,172.0836428572488,232.0836428572488,0.10599,0.0514,0.0514,0.0526,0.08995,0.04107,0.12521,0.12521,0.05157,0.11869,0.01955,0.02599,0.07855,0.10444
N00004345,44.0969174783216,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,172.0836428572488,232.0836428572488,0.10599,0.0514,0.0514,0.0526,0.08995,0.04107,0.12521,0.12521,0.05157,0.11869,0.01955,0.02599,0.07855,0.10444
N00004346,45.3246173009173,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,135.3246173009173,359.32461730091734,172.0836428572488,232.0836428572488,0.10548,0.05106,0.05106,0.05191,0.08995,0.04107,0.12521,0.12521,0.05118,0.11869,0.01943,0.02599,0.0781,0.10444
N00004347,44.0969174783216,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,172.0836428572488,232.0836428572488,0.10599,0.0514,0.0514,0.0526,0.08995,0.04107,0.12521,0.12521,0.05157,0.11869,0.01955,0.02599,0.07855,0.10444
N00004348,44.0969174783216,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,172.0836428572488,232.0836428572488,0.10599,0.0514,0.0514,0.0526,0.08995,0.04107,0.12521,0.12521,0.05157,0.11869,0.01955,0.02599,0.07855,0.10444
N00004349,44.0969174783216,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,172.0836428572488,232.0836428572488,0.10599,0.0514,0.0514,0.0526,0.08995,0.04107,0.12521,0.12521,0.05157,0.11869,0.01955,0.02599,0.07855,0.10444
N00004350,37.8526650536016,BT746DN,87.1,BT126BA,104.0,BT126BA,True,127.8526650536016,351.8526650536016,177.1,237.1,0.10858,0.05312,0.05312,0.0561,0.08779,0.03972,0.12226,0.12226,0.05353,0.11586,0.02011,0.02537,0.08083,0.10194
N00004351,34.0096740062926,BT746DN,92.3,BT126BA,104.0,BT126BA,True,124.0096740062926,348.0096740062926,182.3,242.3,0.11016,0.05418,0.05826,0.05826,0.08554,0.03832,0.11919,0.11919,0.05794,0.11292,0.02086,0.02472,0.08383,0.09935
N00004352,39.1166217609521,BT746DN,80.9910768517414,BT126BA,104.0,BT126BA,True,129.1166217609521,353.1166217609521,170.9910768517414,230.9910768517414,0.10805,0.05277,0.05277,0.05539,0.09042,0.04136,0.12586,0.12586,0.05313,0.11931,0.02,0.02613,0.08036,0.10499
N00004353,41.6212373612667,BT746DN,85.8,BT126BA,104.0,BT126BA,True,131.6212373612667,355.6212373612667,175.8,235.8,0.10702,0.05208,0.05208,0.05399,0.08835,0.04007,0.12302,0.12302,0.05234,0.11659,0.01977,0.02553,0.07945,0.10259
N00004354,35.2996111471651,BT746DN,87.1,BT126BA,104.0,BT126BA,True,125.29961114716512,349.29961114716514,177.1,237.1,0.10963,0.05382,0.05754,0.05754,0.08779,0.03972,0.12226,0.12226,0.05725,0.11586,0.02071,0.02537,0.08322,0.10194
N00004355,42.8625469209214,BT746DN,83.2,BT126BA,104.0,BT126BA,True,132.8625469209214,356.86254692092143,173.2,233.2,0.1065,0.05174,0.05174,0.05329,0.08947,0.04077,0.12456,0.12456,0.05195,0.11807,0.01966,0.02585,0.079,0.10389
N00004356,41.6212373612667,BT746DN,83.2,BT126BA,104.0,BT126BA,True,131.6212373612667,355.6212373612667,173.2,233.2,0.10702,0.05208,0.05208,0.05399,0.08947,0.04077,0.12456,0.12456,0.05234,0.11807,0.01977,0.02585,0.07945,0.10389
N00004357,42.8625469209214,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,132.8625469209214,356.86254692092143,172.0836428572488,232.0836428572488,0.1065,0.05174,0.05174,0.05329,0.08995,0.04107,0.12521,0.12521,0.05195,0.11869,0.01966,0.02599,0.079,0.10444
N00004358,41.6212373612667,BT746DN,83.2,BT126BA,104.0,BT126BA,True,131.6212373612667,355.6212373612667,173.2,233.2,0.10702,0.05208,0.05208,0.05399,0.08947,0.04077,0.12456,0.12456,0.05234,0.11807,0.01977,0.02585,0.07945,0.10389
N00004359,44.0969174783216,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,172.0836428572488,232.0836428572488,0.10599,0.0514,0.0514,0.0526,0.08995,0.04107,0.12521,0.12521,0.05157,0.11869,0.01955,0.02599,0.07855,0.10444
N00004360,44.0969174783216,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,172.0836428572488,232.0836428572488,0.10599,0.0514,0.0514,0.0526,0.08995,0.04107,0.12521,0.12521,0.05157,0.11869,0.01955,0.02599,0.07855,0.10444
N00004361,42.8625469209214,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,132.8625469209214,356.86254692092143,172.0836428572488,232.0836428572488,0.1065,0.05174,0.05174,0.05329,0.08995,0.04107,0.12521,0.12521,0.05195,0.11869,0.01966,0.02599,0.079,0.10444
N00004362,44.0969174783216,BT746DN,80.9910768517414,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,170.9910768517414,230.9910768517414,0.10599,0.0514,0.0514,0.0526,0.09042,0.04136,0.12586,0.12586,0.05157,0.11931,0.01955,0.02613,0.07855,0.10499
N00004363,24.6777297765005,BT746DN,100.1,BT126BA,104.0,BT126BA,True,114.6777297765005,338.6777297765005,190.1,250.1,0.11398,0.05675,0.06353,0.06353,0.08215,0.03624,0.11461,0.11461,0.063,0.10854,0.02197,0.02375,0.08828,0.09545
N00004364,27.4048869057523,BT746DN,96.2,BT126BA,104.0,BT126BA,True,117.4048869057523,341.4048869057523,186.2,246.2,0.11287,0.056,0.06198,0.06198,0.08385,0.03728,0.1169,0.1169,0.06152,0.11073,0.02164,0.02424,0.08698,0.0974
N00004365,30.0802640216665,BT746DN,93.6,BT126BA,104.0,BT126BA,True,120.0802640216665,344.0802640216665,183.6,243.6,0.11177,0.05526,0.06047,0.06047,0.08498,0.03798,0.11843,0.11843,0.06007,0.1122,0.02133,0.02456,0.0857,0.0987
N00004366,30.0802640216665,BT746DN,94.9,BT126BA,104.0,BT126BA,True,120.0802640216665,344.0802640216665,184.9,244.9,0.11177,0.05526,0.06047,0.06047,0.08442,0.03763,0.11766,0.11766,0.06007,0.11146,0.02133,0.0244,0.0857,0.09805
N00004367,30.0802640216665,BT746DN,94.9,BT126BA,104.0,BT126BA,True,120.0802640216665,344.0802640216665,184.9,244.9,0.11177,0.05526,0.06047,0.06047,0.08442,0.03763,0.11766,0.11766,0.06007,0.11146,0.02133,0.0244,0.0857,0.09805
N00004368,51.3712344516913,BT746DN,85.8,BT126BA,104.0,BT126BA,True,141.3712344516913,365.3712344516913,175.8,235.8,0.10296,0.04941,0.04941,0.04854,0.08835,0.04007,0.12302,0.12302,0.04929,0.11659,0.01889,0.02553,0.0759,0.10259
N00004369,48.9701057321922,BT746DN,87.1,BT126BA,104.0,BT126BA,True,138.9701057321922,362.9701057321922,177.1,237.1,0.10397,0.05006,0.05006,0.04988,0.08779,0.03972,0.12226,0.12226,0.05004,0.11586,0.01911,0.02537,0.07678,0.10194
N00004370,54.9328533660975,BT635QQ,76.5915751408553,BT126BA,37.8526650536016,BT126BA,True,144.9328533660975,302.7855184196991,166.5915751408553,226.5915751408553,0.10147,0.04843,0.08399,0.08399,0.0923,0.04255,0.12846,0.12846,0.08123,0.1218,0.02271,0.02667,0.09127,0.10717
N00004371,46.5458959812848,BT746DN,84.5,BT126BA,104.0,BT126BA,True,136.5458959812848,360.5458959812848,174.5,234.5,0.10498,0.05073,0.05073,0.05123,0.08891,0.04042,0.12379,0.12379,0.0508,0.11733,0.01933,0.02569,0.07766,0.10324
N00004372,51.3712344516913,BT746DN,75.4841013054998,BT126BA,104.0,BT126BA,True,141.3712344516913,365.3712344516913,165.4841013054998,225.4841013054998,0.10296,0.04941,0.04941,0.04854,0.09278,0.04285,0.12911,0.12911,0.04929,0.12243,0.01889,0.02681,0.0759,0.10773
N00004373,53.7507676882285,BT746DN,83.2,BT126BA,104.0,BT126BA,True,143.7507676882285,367.7507676882285,173.2,233.2,0.10197,0.04876,0.04876,0.04721,0.08947,0.04077,0.12456,0.12456,0.04855,0.11807,0.01867,0.02585,0.07503,0.10389
N00004374,44.0969174783216,BT746DN,101.4,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,191.4,251.4,0.10599,0.0514,0.0514,0.0526,0.08158,0.03589,0.11385,0.11385,0.05157,0.10781,0.01955,0.02359,0.07855,0.0948
N00004375,39.1166217609521,BT746DN,94.9,BT126BA,104.0,BT126BA,True,129.1166217609521,353.1166217609521,184.9,244.9,0.10805,0.05277,0.05277,0.05539,0.08442,0.03763,0.11766,0.11766,0.05313,0.11146,0.02,0.0244,0.08036,0.09805
N00004376,40.372699739972,BT746DN,96.2,BT126BA,104.0,BT126BA,True,130.372699739972,354.372699739972,186.2,246.2,0.10754,0.05242,0.05242,0.05469,0.08385,0.03728,0.1169,0.1169,0.05273,0.11073,0.01988,0.02424,0.07991,0.0974
N00004377,32.7101681851292,BT746DN,94.9,BT126BA,104.0,BT126BA,True,122.7101681851292,346.7101681851292,184.9,244.9,0.11069,0.05453,0.05899,0.05899,0.08442,0.03763,0.11766,0.11766,0.05864,0.11146,0.02101,0.0244,0.08445,0.09805
N00004378,42.8625469209214,BT746DN,80.9910768517414,BT126BA,104.0,BT126BA,True,132.8625469209214,356.86254692092143,170.9910768517414,230.9910768517414,0.1065,0.05174,0.05174,0.05329,0.09042,0.04136,0.12586,0.12586,0.05195,0.11931,0.01966,0.02613,0.079,0.10499
N00004379,44.0969174783216,BT746DN,80.9910768517414,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,170.9910768517414,230.9910768517414,0.10599,0.0514,0.0514,0.0526,0.09042,0.04136,0.12586,0.12586,0.05157,0.11931,0.01955,0.02613,0.07855,0.10499
N00004380,44.0969174783216,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,172.0836428572488,232.0836428572488,0.10599,0.0514,0.0514,0.0526,0.08995,0.04107,0.12521,0.12521,0.05157,0.11869,0.01955,0.02599,0.07855,0.10444
N00004381,44.0969174783216,BT746DN,80.9910768517414,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,170.9910768517414,230.9910768517414,0.10599,0.0514,0.0514,0.0526,0.09042,0.04136,0.12586,0.12586,0.05157,0.11931,0.01955,0.02613,0.07855,0.10499
N00004382,44.0969174783216,BT746DN,82.0836428572488,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,172.0836428572488,232.0836428572488,0.10599,0.0514,0.0514,0.0526,0.08995,0.04107,0.12521,0.12521,0.05157,0.11869,0.01955,0.02599,0.07855,0.10444
N00004383,44.0969174783216,BT746DN,80.9910768517414,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,170.9910768517414,230.9910768517414,0.10599,0.0514,0.0514,0.0526,0.09042,0.04136,0.12586,0.12586,0.05157,0.11931,0.01955,0.02613,0.07855,0.10499
N00004384,44.0969174783216,BT746DN,80.9910768517414,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,170.9910768517414,230.9910768517414,0.10599,0.0514,0.0514,0.0526,0.09042,0.04136,0.12586,0.12586,0.05157,0.11931,0.01955,0.02613,0.07855,0.10499
N00004385,44.0969174783216,BT746DN,80.9910768517414,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,170.9910768517414,230.9910768517414,0.10599,0.0514,0.0514,0.0526,0.09042,0.04136,0.12586,0.12586,0.05157,0.11931,0.01955,0.02613,0.07855,0.10499
N00004386,48.9701057321922,BT746DN,89.7,BT126BA,104.0,BT126BA,True,138.9701057321922,362.9701057321922,179.7,239.7,0.10397,0.05006,0.05006,0.04988,0.08667,0.03902,0.12072,0.12072,0.05004,0.11439,0.01911,0.02504,0.07678,0.10065
N00004387,47.7609862792756,BT746DN,87.1,BT126BA,104.0,BT126BA,True,137.76098627927558,361.7609862792756,177.1,237.1,0.10447,0.0504,0.0504,0.05055,0.08779,0.03972,0.12226,0.12226,0.05042,0.11586,0.01922,0.02537,0.07722,0.10194
N00004388,44.0969174783216,BT746DN,85.8,BT126BA,104.0,BT126BA,True,134.0969174783216,358.0969174783216,175.8,235.8,0.10599,0.0514,0.0514,0.0526,0.08835,0.04007,0.12302,0.12302,0.05157,0.11659,0.01955,0.02553,0.07855,0.10259
N00004389,42.8625469209214,BT746DN,89.7,BT126BA,104.0,BT126BA,True,132.8625469209214,356.86254692092143,179.7,239.7,0.1065,0.05174,0.05174,0.05329,0.08667,0.03902,0.12072,0.12072,0.05195,0.11439,0.01966,0.02504,0.079,0.10065
N00004390,51.3712344516913,BT476SB,91.0,BT126BA,88.4,BT126BA,True,141.3712344516913,349.77123445169127,181.0,241.0,0.10296,0.04941,0.05727,0.05727,0.08611,0.03867,0.11996,0.11996,0.05666,0.11366,0.01981,0.02488,0.07962,0.1
N00004391,30.0802640216665,BT746DN,84.5,BT126BA,104.0,BT126BA,True,120.0802640216665,344.0802640216665,174.5,234.5,0.11177,0.05526,0.06047,0.06047,0.08891,0.04042,0.12379,0.12379,0.06007,0.11733,0.02133,0.02569,0.0857,0.10324
N00004392,34.0096740062926,BT746DN,79.8956428122916,BT126BA,104.0,BT126BA,True,124.0096740062926,348.0096740062926,169.8956428122916,229.8956428122916,0.11016,0.05418,0.05826,0.05826,0.09089,0.04166,0.12651,0.12651,0.05794,0.11993,0.02086,0.02626,0.08383,0.10553
N00004393,34.0096740062926,BT746DN,80.9910768517414,BT126BA,104.0,BT126BA,True,124.0096740062926,348.0096740062926,170.9910768517414,230.9910768517414,0.11016,0.05418,0.05826,0.05826,0.09042,0.04136,0.12586,0.12586,0.05794,0.11931,0.02086,0.02613,0.08383,0.10499
